,miraflores
23861,103.66233
23862,207.87074
23863,102.071526
23864,108.295746
23865,249.86272
23866,37.252438
23867,38.90353
23868,187.99399
23869,218.09085
23870,116.332535
23871,42.37357
23872,67.23339
23873,93.871796
23874,103.42394
23875,107.601616
23876,27.087889
23877,179.84613
23878,210.57367
23879,191.28282
23880,163.10901
23881,195.80771
23882,209.75975
23883,52.72319
23884,199.98969
23885,349.0727
23886,315.23343
23887,102.961876
23888,281.6553
23889,109.211006
23890,-129.0686
23891,10.622118
23892,113.18612
23893,158.94995
23894,32.249306
23895,46.566776
23896,68.2288
23897,52.16565
23898,-1.3652344
23899,46.5968
23900,93.429184
23901,174.83458
23902,188.84555
23903,156.62392
23904,158.05621
23905,136.26674
23906,131.88474
23907,155.25508
23908,493.47638
23909,101.803955
23910,88.87798
23911,-120.5882
23912,-4.1577725
23913,76.26209
23914,-24.381983
23915,82.45273
23916,83.77105
23917,157.42941
23918,12.920411
23919,13.151141
23920,40.59726
23921,53.756367
23922,39.473057
23923,-3.1906276
23924,6.9926043
23925,-23.349665
23926,168.63052
23927,179.19173
23928,128.48294
23929,152.27863
23930,166.33817
23931,194.26028
23932,434.86035
23933,129.21942
23934,73.665115
23935,-8.811291
23936,-10.407166
23937,54.808105
23938,75.38
23939,85.10542
23940,120.351944
23941,102.95076
23942,-6.7551527
23943,15.862334
23944,4.2574043
23945,-1.5517145
23946,4.731906
23947,50.982895
23948,148.49425
23949,99.0503
23950,203.81322
23951,152.26617
23952,164.90782
23953,35.63559
23954,123.337715
23955,104.97943
23956,427.39755
23957,131.8787
23958,-18.497496
23959,-75.93223
23960,-83.1937
23961,-88.21149
23962,-113.70605
23963,-49.878136
23964,-206.97942
23965,-85.30925
23966,1.1845855
23967,7.869559
23968,9.324448
23969,112.28693
23970,75.42303
23971,44.303825
23972,140.64247
23973,222.27881
23974,252.13461
23975,256.59976
23976,272.99313
23977,198.34583
23978,174.95175
23979,99.1797
23980,463.05145
23981,82.95036
23982,108.13
23983,112.27925
23984,38.19709
23985,63.115227
23986,64.04856
23987,73.747025
23988,137.73218
23989,160.99976
23990,3.0245645
23991,39.943565
23992,22.182322
23993,11.865317
23994,-31.754295
23995,12.388929
23996,25.14442
23997,32.495003
23998,67.04987
23999,53.234673
24000,54.04564
24001,70.48474
24002,83.71186
24003,154.53145
24004,360.55392
24005,325.58405
24006,96.722824
24007,113.28058
24008,33.154015
24009,-2.3798351
24010,-9.094442
24011,4.4470534
24012,133.53665
24013,178.27972
24014,133.48178
24015,53.958794
24016,82.182846
24017,51.34555
24018,96.99087
24019,34.151306
24020,101.1597
24021,111.19546
24022,177.42738
24023,206.749
24024,134.6536
24025,175.07933
24026,110.16918
24027,-21.242702
24028,588.0859
24029,264.5964
24030,284.47122
24031,111.86194
24032,230.64944
24033,362.01575
24034,404.79147
24035,395.45728
24036,519.30615
24037,431.07755
24038,114.569695
24039,238.09573
24040,203.83302
24041,238.91412
24042,226.84975
24043,265.29047
24044,163.22296
24045,173.63242
24046,119.361435
24047,158.83139
24048,136.31767
24049,74.207375
24050,71.40403
24051,23.15056
24052,666.48914
24053,318.10864
24054,255.81158
24055,189.2429
24056,99.9295
24057,-2.1840277
24058,92.16044
24059,159.63521
24060,-40.886845
24061,275.12402
24062,79.11226
24063,52.467396
24064,159.94104
24065,126.43741
24066,116.56757
24067,102.40198
24068,144.17004
24069,148.87044
24070,243.97922
24071,220.51869
24072,248.38211
24073,43.850826
24074,91.2394
24075,104.10389
24076,389.4426
24077,462.42517
24078,421.5564
24079,257.50626
24080,207.18752
24081,388.54135
24082,390.11334
24083,401.57095
24084,378.96017
24085,416.18646
24086,204.80939
24087,175.75972
24088,224.00995
24089,136.78645
24090,158.66132
24091,126.65119
24092,114.54216
24093,187.51482
24094,244.2104
24095,194.5921
24096,187.29465
24097,160.28961
24098,134.79497
24099,89.71079
24100,421.19016
24101,355.04858
24102,212.34512
24103,311.37128
24104,401.38223
24105,18.99566
24106,200.89272
24107,155.48982
24108,242.92783
24109,275.95505
24110,131.37584
24111,92.968956
24112,156.48215
24113,261.26013
24114,134.802
24115,166.03447
24116,106.489914
24117,237.23703
24118,291.56488
24119,305.09906
24120,290.9822
24121,180.94614
24122,210.06914
24123,195.96039
24124,462.1227
24125,1.4246237
24126,41.08308
24127,-26.207422
24128,-11.065573
24129,-1.7613659
24130,-36.562916
24131,-30.51721
24132,-23.010103
24133,113.81195
24134,124.55079
24135,128.91368
24136,127.60607
24137,139.35228
24138,88.36193
24139,187.01309
24140,177.01308
24141,317.29376
24142,361.9462
24143,240.72481
24144,147.46675
24145,169.45682
24146,224.95213
24147,219.81647
24148,403.3448
24149,-26.630478
24150,-5.538732
24151,1.9703381
24152,-75.15099
24153,-68.70429
24154,-65.58064
24155,-39.705788
24156,65.84735
24157,164.03603
24158,61.491547
24159,36.83501
24160,36.83501
24161,-3.6022413
24162,112.420715
24163,114.25322
24164,84.461365
24165,151.32417
24166,191.85272
24167,248.20241
24168,104.1904
24169,239.59146
24170,175.8733
24171,397.20038
24172,64.04778
24173,101.439804
24174,15.696833
24175,-0.001601696
24176,-17.399963
24177,1.919467
24178,-5.0322833
24179,12.0518875
24180,-53.329956
24181,107.982124
24182,126.58536
24183,98.393265
24184,100.7463
24185,118.14636
24186,118.9402
24187,106.626945
24188,181.01402
24189,244.61179
24190,191.08421
24191,175.3545
24192,148.90567
24193,151.26453
24194,149.23865
24195,375.8352
24196,29.800158
24197,33.527763
24198,26.670172
24199,-44.485054
24200,-62.23257
24201,-49.24621
24202,-59.176697
24203,-59.176697
24204,-54.262203
24205,69.07956
24206,48.05531
24207,79.40112
24208,145.27147
24209,153.95125
24210,167.53267
24211,171.45892
24212,118.51037
24213,197.66978
24214,230.21675
24215,178.91284
24216,126.66792
24217,165.99516
24218,225.36053
24219,46.37536
24220,45.07723
24221,74.497765
24222,-41.15478
24223,-12.292662
24224,-12.555254
24225,-52.613594
24226,-28.9625
24227,72.90532
24228,62.572113
24229,19.390762
24230,113.12439
24231,122.3538
24232,118.22848
24233,121.70887
24234,121.95675
24235,177.9253
24236,170.9586
24237,245.8039
24238,280.2075
24239,246.98135
24240,228.36781
24241,209.22841
24242,230.04456
24243,532.7307
24244,72.71086
24245,108.769485
24246,-67.67648
24247,-5.8175883
24248,37.423363
24249,65.37031
24250,-45.330288
24251,-44.301445
24252,71.44069
24253,49.76307
24254,74.82218
24255,145.00105
24256,137.71188
24257,127.192856
24258,122.29617
24259,97.065674
24260,185.55743
24261,347.5678
24262,320.6353
24263,242.2588
24264,225.3897
24265,233.2669
24266,276.0538
24267,516.6071
24268,315.75446
24269,32.47762
24270,-20.572836
24271,-125.375305
24272,-49.088974
24273,10.754421
24274,-20.916948
24275,25.670103
24276,-52.132908
24277,113.13874
24278,106.17285
24279,96.79198
24280,132.2559
24281,128.94177
24282,-0.75430495
24283,141.4302
24284,169.05142
24285,137.07904
24286,157.89252
24287,156.56464
24288,193.40808
24289,255.15558
24290,230.02225
24291,539.81866
24292,264.9369
24293,-19.260567
24294,-82.31494
24295,-26.648829
24296,-68.55647
24297,-73.58777
24298,35.36446
24299,102.81275
24300,61.171844
24301,32.532555
24302,27.237597
24303,87.937584
24304,133.37894
24305,132.99406
24306,194.17944
24307,113.16339
24308,148.98145
24309,151.12709
24310,176.32156
24311,135.04153
24312,116.3275
24313,79.02052
24314,53.306736
24315,145.7387
24316,175.40907
24317,110.90644
24318,-25.356085
24319,-36.665157
24320,-13.591425
24321,-18.266544
24322,-29.366224
24323,25.532354
24324,-91.5237
24325,11.030112
24326,126.1871
24327,600.78864
24328,376.58496
24329,37.037556
24330,-62.08798
24331,-32.59723
24332,37.984943
24333,-34.93641
24334,-35.018658
24335,-28.978933
24336,0.02583456
24337,36.783493
24338,106.10726
24339,91.10668
24340,80.51443
24341,140.35211
24342,61.47948
24343,125.83309
24344,112.86598
24345,217.32826
24346,141.05006
24347,195.7444
24348,105.261345
24349,93.29521
24350,115.30889
24351,633.4471
24352,15.298059
24353,-18.084164
24354,-39.67216
24355,-40.12291
24356,-49.126312
24357,-34.629574
24358,-32.273865
24359,44.34078
24360,46.87428
24361,6.289503
24362,0.48634917
24363,65.07187
24364,76.41534
24365,118.91061
24366,165.64954
24367,95.19668
24368,79.151634
24369,176.79314
24370,175.49861
24371,134.4263
24372,132.09277
24373,130.99066
24374,131.5235
24375,333.788
24376,3.2409058
24377,-39.82092
24378,-66.6938
24379,-116.61096
24380,-55.42732
24381,-43.714626
24382,-92.10138
24383,-58.43653
24384,5.540345
24385,56.7415
24386,42.85455
24387,51.200134
24388,109.908966
24389,151.44627
24390,166.34473
24391,123.5701
24392,179.54134
24393,227.19733
24394,108.559555
24395,141.23247
24396,39.60336
24397,89.188286
24398,114.284325
24399,417.20862
24400,204.02005
24401,48.161575
24402,15.731619
24403,-19.390032
24404,21.792845
24405,34.034283
24406,-19.01376
24407,26.168524
24408,49.427975
24409,16.163664
24410,44.024147
24411,98.391495
24412,167.80927
24413,102.28061
24414,180.41986
24415,209.39783
24416,197.66493
24417,388.30826
24418,357.61453
24419,250.82507
24420,220.62135
24421,198.36082
24422,252.96527
24423,543.1224
24424,16.289978
24425,55.827465
24426,-27.434444
24427,-69.67859
24428,-76.57397
24429,-0.5588317
24430,-32.275665
24431,-35.754795
24432,22.10322
24433,145.84813
24434,127.01457
24435,139.59474
24436,94.747696
24437,93.63506
24438,90.62375
24439,187.81866
24440,224.3273
24441,255.08685
24442,259.6152
24443,235.2399
24444,204.09866
24445,214.9119
24446,194.15247
24447,678.90076
24448,292.28564
24449,-87.63526
24450,-91.653015
24451,-91.22469
24452,-90.56935
24453,-18.62157
24454,-97.404335
24455,-41.542572
24456,191.23639
24457,109.135315
24458,131.19685
24459,204.34532
24460,124.80338
24461,168.63083
24462,210.26886
24463,315.95505
24464,271.62976
24465,267.32593
24466,279.00583
24467,232.2696
24468,175.6429
24469,228.55292
24470,163.77264
24471,740.0234
24472,264.08575
24473,-44.5152
24474,-49.134613
24475,-15.743467
24476,-46.887074
24477,-18.788492
24478,-51.53822
24479,-59.820934
24480,-19.476608
24481,159.9697
24482,169.78499
24483,135.28288
24484,123.77259
24485,62.153378
24486,140.13242
24487,133.57735
24488,310.02676
24489,360.98993
24490,314.39114
24491,214.94191
24492,97.38484
24493,99.78442
24494,112.559265
24495,566.9087
24496,543.74225
24497,278.49356
24498,264.53763
24499,348.60043
24500,447.88644
24501,327.28745
24502,386.92337
24503,182.5664
24504,537.1004
24505,280.86432
24506,239.13419
24507,101.28841
24508,218.50594
24509,70.780716
24510,52.444275
24511,195.27519
24512,115.18557
24513,241.26161
24514,231.73068
24515,218.29297
24516,289.30173
24517,257.91415
24518,175.0137
24519,585.65857
24520,386.07492
24521,311.1662
24522,195.52199
24523,-54.58055
24524,-31.055355
24525,-33.530384
24526,-8.011404
24527,-69.39527
24528,66.59184
24529,62.62379
24530,78.073845
24531,56.18974
24532,108.642746
24533,66.43462
24534,47.817
24535,144.219
24536,154.47386
24537,222.69759
24538,262.48096
24539,184.91759
24540,167.02948
24541,141.48967
24542,81.53143
24543,600.3869
24544,378.73352
24545,98.13227
24546,89.108475
24547,63.38687
24548,14.332207
24549,86.77302
24550,94.145035
24551,114.33568
24552,252.21231
24553,33.501896
24554,32.448383
24555,44.868332
24556,17.862928
24557,15.230712
24558,81.52495
24559,118.36172
24560,125.715866
24561,232.29727
24562,250.68033
24563,257.12177
24564,152.97322
24565,232.46394
24566,185.63223
24567,626.36896
24568,267.3258
24569,28.401878
24570,-49.89801
24571,5.612557
24572,-3.2362714
24573,54.607685
24574,31.196356
24575,7.6189785
24576,179.05016
24577,37.641247
24578,28.100855
24579,99.91874
24580,46.31551
24581,35.18894
24582,78.33352
24583,90.899155
24584,171.63875
24585,210.13684
24586,263.16812
24587,156.14616
24588,139.01459
24589,149.36844
24590,186.76166
24591,837.40344
24592,494.76303
24593,-96.28785
24594,-88.774574
24595,-94.43506
24596,-72.310326
24597,28.904467
24598,13.1287365
24599,156.73698
24600,304.6852
24601,148.47269
24602,189.745
24603,234.26976
24604,327.5053
24605,329.48102
24606,326.36703
24607,391.23798
24608,323.52914
24609,251.25293
24610,225.34192
24611,322.11346
24612,151.03014
24613,226.9507
24614,333.39548
24615,754.12885
24616,241.60512
24617,54.13693
24618,-63.726536
24619,-69.34993
24620,-6.729326
24621,35.22558
24622,-62.273113
24623,12.891172
24624,95.395386
24625,94.41754
24626,144.81383
24627,119.59199
24628,55.76211
24629,84.627174
24630,108.101494
24631,36.2288
24632,69.93166
24633,153.19897
24634,118.70327
24635,176.72388
24636,103.29302
24637,114.90056
24638,123.31785
24639,60.958126
24640,331.5855
24641,393.56345
24642,160.56053
24643,213.82468
24644,58.86588
24645,186.17639
24646,116.353966
24647,222.00342
24648,345.5693
24649,77.1738
24650,92.164185
24651,84.694885
24652,184.69106
24653,156.16827
24654,98.92572
24655,312.77124
24656,315.192
24657,305.09283
24658,345.55896
24659,243.30249
24660,180.73119
24661,199.48677
24662,109.30448
24663,244.2071
24664,402.81168
24665,55.86019
24666,75.07224
24667,97.11603
24668,32.05576
24669,249.27335
24670,362.47977
24671,362.88065
24672,413.40253
24673,160.85994
24674,243.40349
24675,182.6008
24676,209.23315
24677,161.90115
24678,188.3906
24679,211.32922
24680,153.99469
24681,280.0066
24682,271.46204
24683,252.83841
24684,104.77504
24685,248.12889
24686,217.59216
24687,204.63469
24688,484.33508
24689,463.81177
24690,171.30435
24691,260.04504
24692,92.00492
24693,-18.848732
24694,88.94989
24695,228.88568
24696,347.4146
24697,119.320435
24698,81.54877
24699,129.38751
24700,90.463295
24701,134.56416
24702,83.4809
24703,235.87953
24704,107.73536
24705,208.50069
24706,366.38824
24707,196.84065
24708,165.76738
24709,254.14568
24710,5.98891
24711,308.8812
24712,373.60727
24713,170.96141
24714,104.08434
24715,-50.18
24716,90.08871
24717,255.50163
24718,220.31122
24719,236.98087
24720,194.79105
24721,68.967064
24722,38.79484
24723,30.977898
24724,64.64517
24725,87.48826
24726,84.84026
24727,113.08442
24728,130.643
24729,207.81447
24730,194.54674
24731,234.52863
24732,110.843445
24733,131.90186
24734,199.08545
24735,288.71613
24736,143.16222
24737,131.18645
24738,56.316456
24739,25.909176
24740,50.081646
24741,24.03038
24742,217.99625
24743,245.78162
24744,212.45428
24745,90.96848
24746,153.07065
24747,160.81389
24748,233.21753
24749,267.12506
24750,245.4252
24751,303.65002
24752,255.37184
24753,339.07104
24754,311.64725
24755,105.8329
24756,13.998923
24757,58.41855
24758,176.56949
24759,467.52014
24760,252.50015
24761,37.61348
24762,-64.093124
24763,-42.430183
24764,-68.49438
24765,-13.780888
24766,10.058825
24767,-55.585423
24768,119.615234
24769,131.13719
24770,142.81111
24771,129.18723
24772,178.76814
24773,214.74069
24774,221.46562
24775,292.17633
24776,331.73593
24777,365.19836
24778,310.8917
24779,331.5008
24780,258.49777
24781,235.45926
24782,238.50089
24783,703.71
24784,254.2847
24785,44.378838
24786,-47.519524
24787,-21.386887
24788,-64.44024
24789,-10.402504
24790,-18.179138
24791,-5.3402104
24792,285.3722
24793,143.20688
24794,183.1308
24795,176.40556
24796,253.9017
24797,265.46213
24798,312.21436
24799,297.9636
24800,361.7901
24801,432.09323
24802,413.38318
24803,370.24026
24804,321.8982
24805,263.43347
24806,308.83917
24807,825.3843
24808,264.7008
24809,18.653238
24810,105.0016
24811,59.53433
24812,104.95624
24813,-37.11563
24814,-84.375786
24815,-60.719753
24816,-70.07524
24817,48.891354
24818,65.55196
24819,49.482212
24820,63.68366
24821,73.39722
24822,148.0227
24823,290.1604
24824,215.85754
24825,329.9203
24826,287.5597
24827,332.38565
24828,97.58503
24829,136.76784
24830,96.60978
24831,396.1413
24832,74.91897
24833,79.601875
24834,-83.24355
24835,-26.672182
24836,2.194283
24837,17.775673
24838,-73.596214
24839,-82.81209
24840,-39.9157
24841,41.048534
24842,170.23953
24843,125.420204
24844,162.40727
24845,79.74882
24846,162.40727
24847,254.86678
24848,169.2855
24849,294.8363
24850,322.41284
24851,274.0534
24852,233.98206
24853,234.1442
24854,227.664
24855,412.7707
24856,26.041452
24857,-0.33425283
24858,22.222626
24859,84.1817
24860,-16.211733
24861,-67.43091
24862,-1.6213717
24863,32.93051
24864,-29.137594
24865,26.236591
24866,123.85132
24867,103.28831
24868,130.33833
24869,183.1308
24870,229.70125
24871,337.10785
24872,213.40294
24873,292.53323
24874,286.1612
24875,238.2331
24876,207.12218
24877,189.76819
24878,254.95671
24879,722.44965
24880,23.22253
24881,52.32262
24882,97.33115
24883,33.625565
24884,61.29873
24885,61.847416
24886,89.253235
24887,79.98851
24888,99.41688
24889,190.90733
24890,183.06859
24891,193.80612
24892,155.67831
24893,82.381836
24894,129.61578
24895,328.07867
24896,301.95236
24897,253.44298
24898,200.5419
24899,136.9362
24900,204.79463
24901,128.01447
24902,199.52257
24903,653.4931
24904,340.8473
24905,103.84822
24906,-15.382658
24907,-1.9519658
24908,-29.464678
24909,-29.464678
24910,23.734167
24911,-30.019323
24912,-11.501308
24913,116.77955
24914,116.77955
24915,153.40553
24916,82.8838
24917,162.05833
24918,21.481356
24919,122.87795
24920,86.78344
24921,208.98741
24922,159.64816
24923,160.30855
24924,162.17924
24925,78.28307
24926,100.26006
24927,445.681
24928,247.13948
24929,48.477837
24930,-67.35147
24931,43.70517
24932,-50.954426
24933,-80.834885
24934,-31.624117
24935,-29.880484
24936,57.781235
24937,141.4949
24938,137.04517
24939,147.54509
24940,100.61466
24941,236.1168
24942,193.90839
24943,345.86996
24944,292.07065
24945,221.18803
24946,60.07723
24947,-1.2896508
24948,-3.2860541
24949,7.5607247
24950,-0.78589624
24951,-31.232492
24952,-49.10931
24953,-45.721245
24954,-38.75712
24955,-35.5134
24956,46.24257
24957,52.07402
24958,28.708052
24959,-29.509237
24960,3.1829042
24961,-1.7269503
24962,-6.6732388
24963,4.35682
24964,101.27508
24965,-0.28954375
24966,-0.28954375
24967,151.41579
24968,149.86707
24969,-12.804377
24970,-17.509201
24971,-20.841854
24972,-3.5070858
24973,-3.580624
24974,11.511459
24975,20.034113
24976,-41.441483
24977,-61.7401
24978,-34.520855
24979,-21.656437
24980,-29.02514
24981,-46.662064
24982,-29.335043
24983,-19.043272
24984,-30.72309
24985,109.83781
24986,99.46589
24987,114.37206
24988,130.7657
24989,136.65335
24990,116.55089
24991,175.02922
24992,21.602198
24993,10.793006
24994,11.114629
24995,9.397206
24996,11.613084
24997,69.46208
24998,222.73059
24999,237.51
25000,-30.695932
25001,-24.482162
25002,-60.323727
25003,-83.791016
25004,-80.758606
25005,-27.498413
25006,-45.875816
25007,-38.73366
25008,-36.450195
25009,10.258196
25010,11.6573305
25011,109.48547
25012,19.710506
25013,100.58604
25014,129.69942
25015,253.0776
25016,202.19865
25017,353.2643
25018,295.73352
25019,289.81766
25020,195.99431
25021,244.3569
25022,266.05344
25023,537.6282
25024,33.075626
25025,-13.331516
25026,46.068176
25027,107.20865
25028,89.965324
25029,62.388603
25030,41.30013
25031,36.603275
25032,18.59639
25033,191.51509
25034,233.18474
25035,219.26546
25036,93.54841
25037,172.26648
25038,219.26546
25039,185.58844
25040,217.7196
25041,213.72783
25042,210.84006
25043,250.625
25044,219.07074
25045,210.73311
25046,213.71843
25047,554.7617
25048,-56.890217
25049,-62.436535
25050,68.318146
25051,74.60299
25052,-14.276997
25053,52.56359
25054,20.586576
25055,82.17883
25056,76.578514
25057,5.429491
25058,-2.2503247
25059,-4.546865
25060,-2.5444398
25061,-0.9431101
25062,12.835284
25063,-9.518736
25064,-1.2924503
25065,13.121105
25066,71.237366
25067,267.0735
25068,213.26366
25069,25.070904
25070,63.36617
25071,-25.055243
25072,-37.25882
25073,-30.369787
25074,-37.261868
25075,-9.356009
25076,-33.675236
25077,-25.871828
25078,2.6092892
25079,-114.39157
25080,-28.54648
25081,11.309864
25082,18.187544
25083,15.865815
25084,20.638142
25085,110.78261
25086,6.584549
25087,9.383056
25088,149.86707
25089,178.92615
25090,225.74867
25091,232.75298
25092,206.55348
25093,223.42613
25094,223.4768
25095,5.2357454
25096,-43.702175
25097,-85.90516
25098,-100.09718
25099,-51.764053
25100,-31.19705
25101,-61.671597
25102,-75.91373
25103,-83.346176
25104,-55.94998
25105,16.850985
25106,10.605663
25107,109.48547
25108,143.43701
25109,15.717624
25110,3.7212536
25111,-12.554227
25112,22.584936
25113,60.44439
25114,54.205284
25115,52.08311
25116,193.08487
25117,202.86852
25118,217.17815
25119,693.4163
25120,281.7718
25121,24.760042
25122,-9.163324
25123,18.349787
25124,-10.459219
25125,-34.478664
25126,112.64834
25127,107.57447
25128,141.22269
25129,36.88495
25130,40.701336
25131,195.25699
25132,177.98477
25133,153.47752
25134,248.11064
25135,323.2657
25136,299.04303
25137,363.22153
25138,234.12556
25139,227.65204
25140,155.01949
25141,220.04207
25142,222.84988
25143,305.52814
25144,40.00427
25145,9.138456
25146,-28.551676
25147,-56.07959
25148,-13.973368
25149,-16.459887
25150,-13.244167
25151,-12.111395
25152,-15.869394
25153,155.23683
25154,230.29916
25155,256.44058
25156,252.52869
25157,237.30266
25158,253.94885
25159,424.75842
25160,439.37494
25161,447.70248
25162,371.7927
25163,299.524
25164,182.40942
25165,195.9069
25166,168.24489
25167,710.21643
25168,495.7984
25169,188.8905
25170,-7.408834
25171,-45.98372
25172,-45.854916
25173,-30.082148
25174,-48.47023
25175,52.432186
25176,100.31297
25177,232.0698
25178,235.97357
25179,280.06924
25180,223.26273
25181,230.37575
25182,295.57907
25183,367.92554
25184,420.79865
25185,383.1169
25186,388.99573
25187,454.2336
25188,298.563
25189,293.04166
25190,230.66544
25191,680.79266
25192,390.38586
25193,-22.032703
25194,-20.192513
25195,-38.139874
25196,-45.49945
25197,-15.953709
25198,-28.367945
25199,-24.879416
25200,81.24244
25201,209.73135
25202,142.5628
25203,295.64523
25204,245.88348
25205,238.74493
25206,288.96426
25207,398.1858
25208,357.813
25209,394.09283
25210,389.8591
25211,365.56607
25212,348.3435
25213,349.87097
25214,328.0292
25215,817.03235
25216,490.55405
25217,199.25948
25218,107.10334
25219,111.61892
25220,121.20536
25221,139.17088
25222,219.7881
25223,324.7857
25224,240.43404
25225,100.79513
25226,216.21666
25227,193.44176
25228,138.01999
25229,210.84074
25230,212.33365
25231,336.59885
25232,336.08554
25233,298.37613
25234,319.1193
25235,315.7373
25236,250.2658
25237,224.29376
25238,178.68657
25239,851.35425
25240,444.62628
25241,276.05844
25242,269.06638
25243,65.48462
25244,-86.89421
25245,-63.14014
25246,78.12396
25247,87.36115
25248,318.32404
25249,228.83621
25250,287.12518
25251,226.19087
25252,300.1193
25253,321.9077
25254,136.65553
25255,216.56564
25256,308.9695
25257,351.97223
25258,326.12057
25259,317.99118
25260,239.03603
25261,236.30804
25262,174.53519
25263,492.30676
25264,379.61014
25265,291.78357
25266,179.41748
25267,382.05103
25268,418.79767
25269,399.92484
25270,342.65567
25271,328.1499
25272,341.2034
25273,148.9154
25274,115.06454
25275,93.71896
25276,116.818275
25277,124.79477
25278,134.96463
25279,281.30484
25280,357.86975
25281,284.76865
25282,294.62296
25283,326.8559
25284,167.55014
25285,105.08886
25286,363.157
25287,781.5324
25288,535.3975
25289,507.73764
25290,346.484
25291,-43.688133
25292,-29.966848
25293,84.32695
25294,106.198395
25295,251.2348
25296,367.8715
25297,65.2089
25298,96.66684
25299,163.68756
25300,123.582245
25301,116.81494
25302,95.80761
25303,144.2844
25304,265.66586
25305,349.47406
25306,173.5666
25307,323.8416
25308,220.50677
25309,256.54663
25310,201.14612
25311,814.36786
25312,492.52243
25313,124.804
25314,70.81708
25315,249.66
25316,291.97464
25317,105.78097
25318,132.00752
25319,64.03451
25320,233.50824
25321,190.3316
25322,149.61172
25323,125.06014
25324,107.92327
25325,126.070435
25326,153.9339
25327,252.71667
25328,238.04475
25329,309.50217
25330,238.66365
25331,222.8631
25332,54.926537
25333,132.7484
25334,123.03093
25335,190.6789
25336,439.15283
25337,450.46075
25338,374.50577
25339,16.325245
25340,63.879192
25341,-5.399858
25342,38.29552
25343,143.10028
25344,241.5581
25345,82.03394
25346,63.41554
25347,43.146885
25348,74.206764
25349,66.969505
25350,110.386765
25351,154.09808
25352,163.42603
25353,210.19913
25354,260.39963
25355,165.48734
25356,110.144775
25357,-5.805389
25358,177.47818
25359,201.71718
25360,382.43555
25361,253.85992
25362,329.43906
25363,402.52
25364,241.23848
25365,179.3534
25366,200.4265
25367,217.89095
25368,423.17197
25369,135.26505
25370,92.851234
25371,139.27632
25372,183.42976
25373,89.458885
25374,109.82263
25375,325.84232
25376,203.45778
25377,130.3357
25378,150.10579
25379,112.42167
25380,142.02615
25381,105.3436
25382,246.78665
25383,231.31313
25384,663.51556
25385,329.67203
25386,352.8977
25387,386.45212
25388,122.890175
25389,107.71553
25390,342.95773
25391,333.75623
25392,402.2829
25393,135.00375
25394,179.21883
25395,290.19476
25396,59.590508
25397,135.96593
25398,159.34996
25399,304.7576
25400,217.93555
25401,226.02809
25402,205.21133
25403,212.52332
25404,179.93576
25405,31.836624
25406,132.08604
25407,440.43222
25408,573.40094
25409,346.08163
25410,242.13297
25411,304.73517
25412,259.78656
25413,111.05615
25414,320.75928
25415,483.93524
25416,190.70558
25417,154.0375
25418,114.25318
25419,14.661334
25420,101.0198
25421,26.835392
25422,177.41664
25423,306.65607
25424,301.29367
25425,416.67874
25426,385.48596
25427,306.52606
25428,294.2271
25429,291.04663
25430,319.1761
25431,696.0748
25432,557.36255
25433,414.4647
25434,111.25843
25435,183.21313
25436,16.315367
25437,-23.488642
25438,124.85137
25439,160.87012
25440,212.4792
25441,44.324013
25442,249.75029
25443,263.253
25444,153.39977
25445,248.85445
25446,246.87874
25447,288.16022
25448,395.89215
25449,343.13785
25450,261.7156
25451,181.41093
25452,193.35985
25453,194.82123
25454,207.20699
25455,377.43857
25456,261.39975
25457,52.67088
25458,-27.980383
25459,-21.96046
25460,5.803359
25461,-11.46254
25462,-1.6199188
25463,11.065247
25464,-69.04844
25465,119.24098
25466,248.36354
25467,188.94296
25468,222.80582
25469,166.0279
25470,228.13791
25471,352.15698
25472,328.13074
25473,450.2807
25474,425.6011
25475,366.26593
25476,318.3287
25477,354.45145
25478,231.9517
25479,688.2521
25480,252.34953
25481,26.50473
25482,14.306412
25483,18.15016
25484,17.697115
25485,-46.437286
25486,-26.290634
25487,-29.53515
25488,-37.737774
25489,143.23117
25490,211.70404
25491,335.2484
25492,312.64078
25493,230.32735
25494,243.31046
25495,468.8954
25496,386.2215
25497,477.84094
25498,444.7112
25499,415.70798
25500,303.44186
25501,314.72668
25502,316.75308
25503,651.6294
25504,252.32082
25505,-2.9046526
25506,-1.3649302
25507,-39.961464
25508,-42.646202
25509,-34.604973
25510,-66.52603
25511,102.015144
25512,79.867645
25513,241.89667
25514,253.1248
25515,281.8714
25516,281.8714
25517,335.2567
25518,298.8388
25519,425.97394
25520,398.27036
25521,398.98825
25522,409.94168
25523,359.05664
25524,318.80872
25525,359.73007
25526,317.68594
25527,617.7959
25528,252.82133
25529,189.99142
25530,-67.24083
25531,-67.75441
25532,-22.4179
25533,-18.55224
25534,-29.333158
25535,-47.693794
25536,-54.564774
25537,172.99286
25538,239.48659
25539,232.25874
25540,275.55798
25541,276.72635
25542,302.0746
25543,370.20862
25544,382.79294
25545,400.50308
25546,374.39716
25547,277.1765
25548,253.65652
25549,253.88101
25550,255.19357
25551,356.1942
25552,454.2179
25553,202.98358
25554,-46.401833
25555,-24.37322
25556,-55.24061
25557,107.57447
25558,22.777945
25559,-104.84947
25560,-69.1906
25561,90.94756
25562,262.15515
25563,185.64517
25564,303.2126
25565,181.19008
25566,313.42752
25567,422.83533
25568,367.81
25569,345.05402
