,sanantonio
14588,0.8160931
14589,-4.0371222
14590,-4.747852
14591,-6.5180283
14592,44.961624
14593,213.92856
14594,301.17108
14595,576.5989
14596,686.65326
14597,572.0894
14598,518.42505
14599,448.33643
14600,170.20921
14601,85.23145
14602,-2.670342
14603,8.470818
14604,-8.946812
14605,-47.92636
14606,-49.50679
14607,2.1398058
14608,4.077348
14609,2.7412512
14610,-3.7017908
14611,-1.2507826
14612,-28.19093
14613,2.05227
14614,-8.044987
14615,16.400694
14616,62.008495
14617,310.63354
14618,341.8266
14619,582.43164
14620,662.519
14621,491.2081
14622,473.0413
14623,319.39676
14624,175.95563
14625,122.95725
14626,4.7540164
14627,8.460146
14628,7.5465035
14629,1.2471049
14630,9.5099125
14631,0.036091074
14632,-6.2835507
14633,0.67200625
14634,-3.5235908
14635,2.3183913
14636,-6.279142
14637,-0.43289924
14638,-2.2387586
14639,5.196362
14640,74.21111
14641,279.61902
14642,288.03766
14643,455.23813
14644,451.5538
14645,566.9453
14646,520.5563
14647,443.41714
14648,257.94254
14649,155.3425
14650,81.701096
14651,13.559885
14652,-6.397438
14653,3.4609232
14654,-3.8503156
14655,-2.1501484
14656,0.95940226
14657,-0.7641287
14658,1.2488501
14659,-0.2620656
14660,2.8552563
14661,2.0985446
14662,-4.3397655
14663,31.909344
14664,40.74636
14665,201.24875
14666,253.99565
14667,426.46292
14668,442.57544
14669,410.47632
14670,455.71774
14671,416.87973
14672,184.42151
14673,152.33081
14674,69.694664
14675,83.15038
14676,53.4708
14677,44.779263
14678,47.78352
14679,43.872078
14680,1.6172761
14681,21.899414
14682,-8.066884
14683,8.718275
14684,4.261168
14685,1.77005
14686,-2.0879784
14687,21.134829
14688,14.900712
14689,136.44257
14690,195.12161
14691,272.01822
14692,191.56999
14693,259.38724
14694,307.1341
14695,172.50868
14696,122.53939
14697,30.181599
14698,-9.150748
14699,18.084137
14700,7.727325
14701,7.9805818
14702,17.180485
14703,11.559812
14704,23.882504
14705,10.58991
14706,16.210577
14707,14.324587
14708,2.0093892
14709,12.872313
14710,16.427235
14711,0.14827138
14712,-15.223323
14713,145.78098
14714,295.0088
14715,331.06277
14716,310.98257
14717,357.9689
14718,334.87152
14719,216.15588
14720,92.33443
14721,41.41128
14722,8.625804
14723,13.151935
14724,-49.76876
14725,9.98006
14726,18.753906
14727,16.931475
14728,-5.8826823
14729,7.138271
14730,18.638847
14731,4.986737
14732,13.096058
14733,3.679692
14734,23.945576
14735,15.43457
14736,31.582949
14737,107.19898
14738,282.72232
14739,272.24487
14740,319.2259
14741,201.71753
14742,259.84692
14743,262.8793
14744,122.90897
14745,26.626959
14746,0.2101273
14747,21.22025
14748,16.707338
14749,13.332838
14750,7.776407
14751,-2.938989
14752,0.21970162
14753,-0.9264394
14754,11.388756
14755,14.577772
14756,12.697058
14757,11.892895
14758,15.234104
14759,13.020916
14760,6.042431
14761,166.14278
14762,175.88985
14763,241.69968
14764,260.64035
14765,275.02597
14766,174.85449
14767,130.34023
14768,92.10439
14769,83.79143
14770,12.901358
14771,8.388232
14772,19.939425
14773,13.744944
14774,4.682825
14775,0.6084637
14776,12.845975
14777,7.020225
14778,-6.822882
14779,14.215359
14780,2.9778812
14781,4.813687
14782,-2.543411
14783,16.066353
14784,59.738285
14785,216.52373
14786,454.2403
14787,569.10944
14788,436.76462
14789,353.64047
14790,385.43723
14791,450.42874
14792,167.13394
14793,30.601404
14794,14.1123495
14795,16.411266
14796,17.287594
14797,-0.14044409
14798,19.01866
14799,-3.6851974
14800,6.9942536
14801,5.794645
14802,13.352142
14803,-1.0660055
14804,-1.6921242
14805,-2.7967203
14806,-7.07202
14807,-0.37724257
14808,48.80084
14809,269.9082
14810,451.92288
14811,335.51978
14812,334.40228
14813,312.0063
14814,282.76694
14815,165.27377
14816,93.55629
14817,33.29765
14818,-5.349444
14819,-7.550789
14820,3.5497406
14821,-6.944776
14822,-1.4776953
14823,-1.4776953
14824,-4.8930764
14825,0.5748714
14826,5.426008
14827,3.3249002
14828,3.3249002
14829,-5.09665
14830,-1.0995878
14831,4.8126645
14832,27.319931
14833,168.30151
14834,321.87598
14835,474.73752
14836,567.8506
14837,592.5501
14838,586.9845
14839,423.62152
14840,171.8551
14841,94.925354
14842,13.800942
14843,11.374191
14844,9.230458
14845,13.850825
14846,14.025315
14847,15.00359
14848,4.5556645
14849,1.5811328
14850,2.43519
14851,2.355597
14852,1.1533186
14853,12.751736
14854,9.400359
14855,-3.3485422
14856,36.506523
14857,153.71173
14858,282.2772
14859,422.3591
14860,421.8992
14861,-1.8262188
14862,5.1487017
14863,46.602207
14864,243.07617
14865,332.33588
14866,525.2716
14867,552.7534
14868,616.6913
14869,572.5003
14870,532.4392
14871,295.07422
14872,177.5556
14873,131.81535
14874,122.63024
14875,123.108635
14876,119.00062
14877,121.48127
14878,126.18959
14879,2.092787
14880,1.6098156
14881,1.3180506
14882,-6.0579042
14883,-8.300923
14884,-5.889857
14885,-7.118083
14886,6.91369
14887,36.025375
14888,225.16118
14889,331.62927
14890,524.1736
14891,550.36053
14892,527.0989
14893,485.60553
14894,429.21735
14895,286.72565
14896,181.36281
14897,126.263405
14898,128.97266
14899,70.46828
14900,112.43472
14901,118.53753
14902,7.981903
14903,-0.47830933
14904,-0.7757263
14905,-5.0295115
14906,1.0539875
14907,1.1533238
14908,12.920351
14909,-7.6169763
14910,4.0758367
14911,32.936283
14912,183.9044
14913,382.68124
14914,545.6797
14915,517.0
14916,477.19565
14917,507.9632
14918,377.3111
14919,242.66823
14920,201.99286
14921,107.76711
14922,115.83807
14923,72.61415
14924,122.2626
14925,124.66111
14926,71.22234
14927,2.8078384
14928,1.7437626
14929,11.973919
14930,-4.736304
14931,0.67844796
14932,3.7434454
14933,0.61125094
14934,33.446106
14935,67.76967
14936,128.2634
14937,231.95848
14938,373.71005
14939,479.94772
14940,436.67154
14941,499.7342
14942,417.09277
14943,225.02623
14944,96.063614
14945,-10.360734
14946,-13.418073
14947,-14.4138365
14948,-7.0194216
14949,-3.3935769
14950,4.328336
14951,-7.3357573
14952,-14.2746525
14953,3.3530998
14954,-13.062983
14955,-9.214025
14956,-5.8620577
14957,-11.900838
14958,-6.206318
14959,44.600986
14960,189.69633
14961,367.87943
14962,488.36508
14963,555.3143
14964,521.46765
14965,478.9146
14966,329.5055
14967,123.63075
14968,90.77935
14969,-13.012672
14970,-11.308954
14971,-0.07583301
14972,1.9863706
14973,9.136778
14974,1.9968685
14975,4.5909977
14976,3.9564521
14977,-0.6530535
14978,0.5905009
14979,2.326438
14980,0.48195258
14981,-2.9669576
14982,48.39992
14983,70.447136
14984,268.7186
14985,473.7108
14986,452.07938
14987,532.29987
14988,507.64923
14989,453.25043
14990,222.67763
14991,137.1846
14992,66.26622
14993,74.5575
14994,76.40603
14995,71.48655
14996,79.175766
14997,67.30869
14998,3.7497575
14999,1.7579855
15000,-8.747402
15001,-16.016146
15002,-4.5354095
15003,0.93005383
15004,-2.1403828
15005,-9.830101
15006,38.24035
15007,81.0961
15008,228.56335
15009,315.21057
15010,315.18262
15011,322.63803
15012,294.62473
15013,209.59262
15014,127.721985
15015,124.50973
15016,-0.4859782
15017,-69.552536
15018,-51.43118
15019,-62.865635
15020,-67.18077
15021,-59.173634
15022,-24.404602
15023,-11.126518
15024,-4.844629
15025,0.31721142
15026,-7.3067813
15027,-15.257735
15028,4.066399
15029,-6.7744274
15030,-30.138828
15031,75.44434
15032,166.25314
15033,229.61871
15034,216.95872
15035,219.6707
15036,203.2618
15037,156.65152
15038,77.98442
15039,31.994514
15040,-6.932646
15041,3.1578794
15042,3.0319188
15043,1.3445138
15044,-3.7342947
15045,8.805281
15046,-4.750747
15047,4.7561054
15048,-2.1963208
15049,-2.4923825
15050,-4.385271
15051,-3.4845119
15052,-4.2067027
15053,-5.124447
15054,29.241589
15055,106.65163
15056,316.14648
15057,440.1866
15058,587.6415
15059,431.79526
15060,175.4489
15061,138.8106
15062,68.905815
15063,14.070915
15064,-6.9583836
15065,7.596061
15066,1.9442831
15067,4.092571
15068,4.2800245
15069,7.1649227
15070,7.389047
15071,0.33555734
15072,-2.1184545
15073,-0.9909662
15074,-2.4670923
15075,-1.9165798
15076,0.7691857
15077,9.529671
15078,14.514236
15079,171.04138
15080,268.367
15081,271.81918
15082,219.67294
15083,159.41293
15084,180.0558
15085,55.2256
15086,88.78959
15087,31.095407
15088,-0.3913675
15089,5.9459395
15090,3.210705
15091,9.2006035
15092,7.5694833
15093,1.2265245
15094,-1.953497
15095,-1.7416681
15096,-11.437031
15097,-1.6312952
15098,-1.0985236
15099,22.914083
15100,-4.2390757
15101,-7.6413646
15102,23.536718
15103,131.57907
15104,195.76775
15105,298.6078
15106,298.65692
15107,240.95665
15108,212.50049
15109,142.94797
15110,96.274414
15111,4.62775
15112,-9.173693
15113,-0.8866446
15114,7.1730466
15115,8.251937
15116,2.8149784
15117,11.186393
15118,-0.89035934
15119,8.884696
15120,1.4810084
15121,-10.807309
15122,10.315807
15123,1.931179
15124,-3.5927808
15125,-2.7777705
15126,24.466526
15127,153.09363
15128,292.29056
15129,506.78452
15130,548.3239
15131,511.61755
15132,506.07257
15133,466.83774
15134,207.7375
15135,175.53831
15136,16.75699
15137,-12.994383
15138,2.013654
15139,-11.162083
15140,-9.591462
15141,-5.3800473
15142,5.2464433
15143,5.0863776
15144,2.982111
15145,3.1431427
15146,-33.999783
15147,8.230947
15148,4.9767118
15149,-5.643577
15150,27.546314
15151,114.7194
15152,275.7911
15153,426.51096
15154,509.1645
15155,583.9723
15156,486.38184
15157,442.28992
15158,155.54861
15159,208.29816
15160,5.6165886
15161,-10.675925
15162,-3.394435
15163,8.903767
15164,-0.53705364
15165,7.411942
15166,-4.055144
15167,1.4166895
15168,2.2386525
15169,-2.7018619
15170,-5.245765
15171,-6.894926
15172,7.6091666
15173,0.9434267
15174,26.624287
15175,151.59726
15176,300.96835
15177,422.58337
15178,583.5696
15179,577.12427
15180,340.3806
15181,314.3881
15182,265.67712
15183,50.216034
15184,-4.34519
15185,2.7132545
15186,4.534027
15187,2.3231199
15188,3.7094178
15189,4.5896287
15190,0.075945236
15191,-4.524352
15192,-8.163434
15193,-1.9111453
15194,3.6129863
15195,-2.8832498
15196,8.607461
15197,14.440373
15198,16.409039
15199,242.2345
15200,272.2023
15201,398.79523
15202,332.19977
15203,223.04863
15204,181.76817
15205,108.126595
15206,74.56374
15207,61.935184
15208,1.3807001
15209,-5.976215
15210,2.8409548
15211,-7.569229
15212,-6.161137
15213,-1.8157524
15214,4.1755443
15215,-1.0216252
15216,0.3749039
15217,0.7927172
15218,-4.1422825
15219,-3.5326164
15220,-7.184738
15221,-4.0135455
15222,30.355251
15223,107.98016
15224,128.81247
15225,160.50294
15226,272.39154
15227,130.7234
15228,160.98265
15229,142.85489
15230,189.96744
15231,137.98636
15232,-7.7334003
15233,-4.9821396
15234,-5.4800253
15235,-5.717779
15236,-16.76863
15237,19.559729
15238,1.1019455
15239,-3.9028509
15240,-1.097839
15241,-3.2832773
15242,-0.65717334
15243,3.058013
15244,-1.9988841
15245,12.438647
15246,36.634144
15247,215.78104
15248,410.5434
15249,393.23215
15250,508.47412
15251,505.44992
15252,348.79703
15253,286.95935
15254,118.69697
15255,147.47398
15256,14.499049
15257,10.752875
15258,-8.08905
15259,10.406071
15260,6.401869
15261,2.2201376
15262,13.399144
15263,-1.6475387
15264,0.7773787
15265,-6.926697
15266,7.5559883
15267,-6.722393
15268,8.317299
15269,-10.80448
15270,27.70083
15271,148.05956
15272,317.22263
15273,385.88425
15274,242.4457
15275,195.83722
15276,185.87672
15277,99.17437
15278,116.15392
15279,109.55218
15280,8.698564
15281,-3.5696867
15282,21.343834
15283,-0.701973
15284,5.2505927
15285,-8.5307
15286,-4.4503074
15287,-1.1656098
15288,-0.5712687
15289,-3.2872212
15290,1.613966
15291,-2.871565
15292,-3.215566
15293,18.715044
15294,17.819021
15295,124.8499
15296,296.31372
15297,356.54913
15298,186.99467
15299,193.7882
15300,223.84985
15301,119.19318
15302,83.63576
15303,59.955284
15304,6.1033077
15305,8.369081
15306,9.594697
15307,-3.3281102
15308,2.9656405
15309,-3.7618463
15310,-0.08829699
15311,0.6006875
15312,2.3097308
15313,1.0143503
15314,1.1936097
15315,-4.1912727
15316,-2.0163252
15317,-8.623489
15318,22.93194
15319,190.50916
15320,304.50552
15321,370.62842
15322,227.42993
15323,204.61734
15324,166.0143
15325,136.46945
15326,87.42121
15327,59.75949
15328,15.328626
15329,7.0528126
15330,9.80378
15331,0.7098462
15332,5.6401634
15333,4.461286
15334,2.676258
15335,0.013921626
15336,1.0505223
15337,2.8945093
15338,0.11574924
15339,14.678835
15340,12.66922
15341,-13.2288065
15342,-9.501179
15343,133.47348
15344,108.65772
15345,190.3674
15346,236.72722
15347,315.18982
15348,142.87839
15349,89.278114
15350,85.46602
15351,64.80747
15352,9.874875
15353,-0.93601614
15354,2.503535
15355,1.7952687
15356,-4.13563
15357,37.890785
15358,-1.9521184
15359,-3.2191632
15360,0.00537524
15361,-0.88934237
15362,-55.133476
15363,3.1227424
15364,0.76150525
15365,21.117329
15366,17.15661
15367,145.79828
15368,99.64945
15369,289.54227
15370,446.37195
15371,363.36755
15372,272.753
15373,163.84004
15374,69.93031
15375,66.19859
15376,2.173303
15377,0.79339606
15378,2.9676232
15379,-1.6870733
15380,-3.2519064
15381,-6.6898193
15382,-1.2110095
15383,1.8165288
15384,-8.958877
15385,-0.85475755
15386,-1.2610682
15387,6.6545415
15388,-1.5129721
15389,22.608213
15390,34.120026
15391,171.46022
15392,275.10043
15393,329.56735
15394,282.6512
15395,214.39902
15396,99.783
15397,111.09689
15398,110.49784
15399,62.870426
15400,13.376529
15401,2.6317286
15402,-6.482883
15403,4.8244505
15404,4.346585
15405,3.1722906
15406,1.8645674
15407,2.1872041
15408,3.617176
15409,3.5333076
15410,3.5333076
15411,4.817807
15412,8.834457
15413,-16.98307
15414,17.352262
15415,231.41438
15416,318.66846
15417,472.74026
15418,532.3848
15419,486.91882
15420,510.35205
15421,429.00037
15422,199.88647
15423,122.21163
15424,30.281282
15425,3.673058
15426,27.695642
15427,-8.516871
15428,5.355894
15429,-20.222538
15430,-10.204873
15431,6.9019604
15432,8.689991
15433,7.088895
15434,7.0383105
15435,4.061121
15436,5.4842496
15437,-5.2079034
15438,25.765919
15439,174.82944
15440,263.59464
15441,528.51355
15442,519.65247
15443,512.1987
15444,490.70837
15445,305.04138
15446,169.65892
15447,179.40952
15448,11.937069
15449,-4.9158854
15450,-12.533161
15451,1.2133564
15452,-12.341568
15453,-10.182917
15454,1.8996611
15455,2.2054904
15456,2.1872041
15457,0.5210944
15458,3.284287
15459,1.6912159
15460,-0.98216397
15461,-9.577814
15462,23.449799
15463,148.45532
15464,379.04163
15465,319.3214
15466,270.38443
15467,218.21599
15468,187.39368
15469,151.29553
15470,84.81579
15471,55.63156
15472,3.926674
15473,4.543458
15474,-1.3514801
15475,-4.813216
15476,13.528434
15477,2.4317455
15478,0.2612945
15479,-6.6922426
15480,14.915371
15481,-0.6647059
15482,-3.601392
15483,1.0889658
15484,3.5577657
15485,-0.06146943
15486,13.9126005
15487,140.44113
15488,255.38753
15489,409.43185
15490,421.59625
15491,420.41348
15492,432.997
15493,386.68222
15494,141.23877
15495,64.09183
15496,6.71345
15497,3.5241652
15498,1.8019514
15499,0.9129641
15500,12.777317
15501,6.365699
15502,-2.9055412
15503,3.09542
15504,-2.1895242
15505,7.839016
15506,-25.740345
15507,-24.073635
15508,-31.303297
15509,-3.091723
15510,4.722505
15511,63.178776
15512,81.62137
15513,97.54804
15514,112.68474
15515,255.23106
15516,337.98016
15517,150.67958
15518,84.04384
15519,41.67716
15520,2.2648048
15521,-14.527421
15522,5.5648227
15523,-22.783949
15524,-56.590515
15525,-68.35114
15526,-48.569508
15527,13.130979
15528,99.65631
15529,171.53802
15530,324.6599
15531,281.04724
15532,128.32062
15533,26.300917
15534,6.5782566
15535,61.343754
15536,8.532019
15537,52.416374
15538,-6.7436943
15539,41.193695
15540,0.73639166
15541,37.054863
15542,-0.9267623
15543,35.456482
15544,69.3518
15545,20.778515
15546,61.84371
15547,-23.161022
15548,-38.061054
15549,-19.247034
15550,-24.252218
15551,50.64873
15552,157.4987
15553,88.90269
15554,46.36123
15555,71.27049
15556,52.20853
15557,-5.1140504
15558,-7.369936
15559,-17.392113
15560,16.045656
15561,8.021918
15562,-10.430493
15563,45.28277
15564,-6.8411098
15565,-7.056623
15566,26.290335
15567,-12.544409
15568,1.2229356
15569,1.1271557
15570,-11.257812
15571,-16.070326
15572,-5.140021
15573,62.536198
15574,9.419854
15575,79.144646
15576,298.86334
15577,343.01306
15578,274.1914
15579,214.79086
15580,91.77048
15581,64.51124
15582,25.7308
15583,-4.2562456
15584,18.584341
15585,1.0386394
15586,-10.048185
15587,-4.759272
15588,-6.4450006
15589,-25.071505
15590,51.36822
15591,-12.361156
15592,9.776548
15593,49.136745
15594,8.862433
15595,58.51169
15596,-42.961395
15597,-43.473057
15598,12.565283
15599,183.26385
15600,434.2935
15601,374.40063
15602,378.08374
15603,292.0018
15604,120.420395
15605,35.671406
15606,-0.23326124
15607,-3.8048563
15608,-17.280445
15609,-17.082642
15610,-21.288347
15611,-14.608689
15612,-5.2313304
15613,-18.891901
15614,61.424194
15615,105.33763
15616,12.814033
15617,-20.509285
15618,-11.294858
15619,118.140854
15620,6.463799
15621,-51.9396
15622,210.7661
15623,271.7637
15624,354.3747
15625,359.12924
15626,329.192
15627,319.7737
15628,164.79173
15629,83.37751
15630,6.2424793
15631,19.925009
15632,8.414589
15633,71.16795
15634,-14.170678
15635,0.67888975
15636,17.84073
15637,-9.605837
15638,73.14196
15639,-0.9437372
15640,-12.222688
15641,42.62482
15642,0.1351913
15643,77.20139
15644,20.097973
15645,143.61557
15646,192.53922
15647,277.47244
15648,258.48724
15649,666.96106
15650,686.8621
15651,459.66946
15652,344.72073
15653,204.01599
15654,53.218872
15655,8.977403
15656,1.7320203
15657,15.900095
15658,2.6207566
15659,0.44942057
15660,-6.433376
15661,-8.742122
15662,1.0037961
15663,-0.14461076
15664,-10.514407
15665,-1.8794109
15666,-1.5407892
15667,-7.669404
15668,60.738083
15669,171.28363
15670,399.18655
15671,594.97876
15672,605.3061
15673,659.5797
15674,652.9563
15675,441.69565
15676,359.07892
15677,214.3035
15678,73.965996
15679,5.1737795
15680,14.008305
15681,7.698428
15682,2.0358772
15683,4.205736
15684,0.8151986
15685,-6.989153
15686,3.3430643
15687,-5.2668734
15688,-6.8694186
15689,-6.9874945
15690,-8.204775
15691,10.558957
15692,57.8884
15693,178.11066
15694,399.52246
15695,596.6225
15696,675.5419
15697,689.03076
15698,648.501
15699,484.15103
15700,366.16028
15701,219.03322
15702,95.76759
15703,16.24552
15704,14.309765
15705,10.074667
15706,8.871549
15707,16.719448
15708,33.86699
15709,37.67644
15710,10.279893
15711,16.9247
15712,6.2459216
15713,-1.2632838
15714,4.5695987
15715,34.16653
15716,151.20485
15717,225.16005
15718,506.2669
15719,678.83044
15720,780.50507
15721,844.9494
15722,592.3091
15723,491.51175
15724,348.4711
15725,242.96706
15726,75.32829
15727,8.360295
15728,12.309092
15729,43.09769
15730,-17.623203
15731,0.41207063
15732,1.9385656
15733,-1.6504982
15734,-9.741156
15735,-47.65767
15736,-44.96733
15737,-53.2455
15738,-61.28
15739,-61.276405
15740,19.986036
15741,-18.627064
15742,57.47974
15743,151.8755
15744,92.27817
15745,122.276024
15746,181.276
15747,177.62079
15748,150.01562
15749,115.87379
15750,59.004673
15751,6.64958
15752,-7.346843
15753,-2.4536228
15754,-5.7769814
15755,-4.137933
15756,-4.383723
15757,-19.925175
15758,-7.7158666
15759,-7.816658
15760,2.1951766
15761,0.5734076
15762,23.390318
15763,-7.924083
15764,10.012887
15765,100.18772
15766,60.77674
15767,57.46727
15768,60.546246
15769,58.338673
15770,21.36526
15771,21.96878
15772,40.63006
15773,47.33337
15774,22.459827
15775,-58.05872
15776,-39.573296
15777,18.51605
15778,-0.08229351
15779,14.654441
15780,26.854616
15781,1.2703446
15782,3.1497078
15783,1.2714707
15784,-5.224958
15785,4.2673135
15786,-9.870149
15787,13.716077
15788,28.63045
15789,223.05971
15790,238.42973
15791,247.30513
15792,266.33597
15793,206.51744
15794,433.80246
15795,251.88977
15796,233.72072
15797,203.5168
15798,60.485332
15799,71.52518
15800,-3.9143078
15801,0.5632369
15802,-2.9474518
15803,1.8186551
15804,3.5923529
15805,0.4930386
15806,1.928051
15807,0.4849395
15808,10.502021
15809,203.54378
15810,140.58202
15811,191.21738
15812,141.55185
15813,94.660645
15814,125.61167
15815,198.76453
15816,257.8999
15817,338.66428
15818,226.1184
15819,146.26408
15820,115.86255
15821,34.984585
15822,12.959001
15823,1.6455226
15824,56.963985
15825,22.420212
15826,77.078705
15827,36.03016
15828,-13.3790655
15829,43.642612
15830,24.19326
15831,54.640896
15832,30.73533
15833,78.40015
15834,31.723276
15835,47.71436
15836,84.07213
15837,208.22546
15838,332.88477
15839,334.8214
15840,375.9299
15841,381.3861
15842,368.8875
15843,251.51346
15844,206.12567
15845,130.43552
15846,71.17161
15847,39.50089
15848,36.393055
15849,2.923647
15850,3.638182
15851,91.45319
15852,34.469673
15853,-7.036311
15854,-9.576654
15855,-5.141054
15856,-0.26170695
15857,11.854253
15858,5.2166224
15859,-7.054685
15860,37.54125
15861,186.3944
15862,250.02339
15863,226.32146
15864,290.63583
15865,174.70256
15866,143.27634
15867,126.269966
15868,126.239
15869,184.09654
15870,57.898186
15871,2.8869355
15872,-1.9145973
15873,-3.330885
15874,0.7996035
15875,-0.25133836
15876,6.4329567
15877,-2.797245
15878,2.525502
15879,1.8891523
15880,2.4280179
15881,8.879465
15882,3.3058705
15883,25.162188
15884,32.12442
15885,170.2913
15886,224.36815
15887,160.79
15888,221.44238
15889,221.68103
15890,194.47197
15891,155.40019
15892,122.863594
15893,91.35021
15894,27.375727
15895,2.8682055
15896,1.0083238
15897,0.87074035
15898,3.2283347
15899,-1.7933898
15900,0.17385763
15901,-7.9115996
15902,-14.135992
15903,3.367103
15904,5.534855
15905,-0.29792055
15906,-8.816365
15907,-4.434732
15908,54.06684
15909,270.43506
15910,424.7707
15911,549.23737
15912,530.2774
15913,425.96344
15914,634.44257
15915,501.3886
15916,360.2653
15917,254.06601
15918,81.46517
15919,3.4248064
15920,-18.394127
15921,2.3566275
15922,-27.054728
15923,19.8938
15924,-6.2274137
15925,1.086185
15926,-6.189189
15927,-0.48325795
15928,2.1755981
15929,-3.0772927
15930,-4.6555157
15931,14.697262
15932,63.252956
15933,311.06644
15934,426.78195
15935,544.38
15936,626.819
15937,633.14966
15938,563.1766
15939,463.00803
15940,393.59167
15941,260.3873
15942,78.99779
15943,7.597775
15944,-1.2448465
15945,13.535269
15946,-3.065087
15947,-3.74707
15948,8.951574
15949,-0.82473177
15950,3.8728468
15951,-1.5512482
15952,9.41662
15953,15.888411
15954,0.2507117
15955,0.51502836
15956,50.99395
15957,258.81238
15958,369.98938
15959,616.47504
15960,591.9394
15961,688.7781
15962,605.10657
15963,490.733
15964,377.0809
15965,290.16617
15966,36.71874
15967,13.994317
15968,11.087143
15969,9.6876
15970,43.4704
15971,30.218904
15972,3.8173363
15973,-7.781695
15974,3.4298768
15975,5.9978275
15976,-0.5399936
15977,3.9026177
15978,-4.755945
15979,-0.9967913
15980,50.548374
15981,244.76646
15982,458.57333
15983,636.3317
15984,714.4266
15985,691.36786
15986,668.6867
15987,507.22372
15988,393.96246
15989,263.9891
15990,88.38167
15991,24.271624
15992,5.375857
15993,-2.19963
15994,2.018818
15995,-10.9383
15996,2.199925
15997,6.154712
15998,2.1053326
15999,0.4218826
16000,1.3261935
16001,-12.0755005
16002,3.4485273
16003,0.6644646
16004,66.7856
16005,265.4823
16006,383.09976
16007,510.02637
16008,637.18805
16009,631.114
16010,565.8345
16011,461.1596
16012,355.99994
16013,177.28017
16014,67.48044
16015,-6.6258044
16016,4.021737
16017,-0.39508474
16018,-3.004268
16019,1.243481
16020,3.6104405
16021,0.3086575
16022,1.2147545
16023,0.9032875
16024,-3.689305
16025,-1.7950487
16026,0.76930577
16027,-6.358774
16028,43.51553
16029,262.83612
16030,471.0912
16031,612.9512
16032,652.2075
16033,451.7069
16034,371.24014
16035,300.97296
16036,233.79054
16037,219.87427
16038,65.01397
16039,26.30774
16040,21.379711
16041,12.864275
16042,21.868498
16043,10.174602
16044,-1.5574932
16045,-1.682341
16046,-3.6369128
16047,0.73070294
16048,-2.993503
16049,-3.0697472
16050,-7.3977194
16051,-1.1097727
16052,31.518234
16053,262.9902
16054,221.0192
16055,661.64655
16056,457.82263
16057,398.2503
16058,340.8911
16059,269.15314
16060,177.34018
16061,83.87796
16062,18.69326
16063,-7.793317
16064,-11.455339
16065,23.04977
16066,-12.467663
16067,-6.8174496
16068,1.5946575
16069,4.302432
16070,-2.2756424
16071,28.72415
16072,26.085577
16073,35.32867
16074,12.375636
16075,56.421623
16076,130.07262
16077,270.19147
16078,349.1557
16079,286.02466
16080,220.19785
16081,308.1138
16082,351.8931
16083,205.64622
16084,205.92644
16085,126.68174
16086,44.76749
16087,21.661594
16088,13.4753895
16089,15.921448
16090,76.20077
16091,17.559181
16092,22.331202
16093,79.67274
16094,60.713615
16095,61.95454
16096,34.484497
16097,71.72362
16098,64.61843
16099,34.211483
16100,150.04646
16101,194.85829
16102,204.68715
16103,252.77997
16104,350.9621
16105,218.71478
16106,219.08563
16107,233.74559
16108,238.72102
16109,136.25237
16110,56.419483
16111,52.94901
16112,-29.062265
16113,-27.82396
16114,28.055859
16115,23.701414
16116,33.43653
16117,3.859612
16118,28.657078
16119,-36.02307
16120,74.968124
16121,38.304577
16122,6.83782
16123,15.935343
16124,103.092026
16125,238.7305
16126,363.5956
16127,433.08972
16128,387.73538
16129,387.0173
16130,353.30936
16131,329.48422
16132,205.6542
16133,98.45108
16134,119.86139
16135,30.192146
16136,24.5141
16137,-4.8468504
16138,4.4902177
16139,22.178865
16140,-19.371122
16141,29.46339
16142,26.534143
16143,117.72803
16144,30.359577
16145,29.087406
16146,47.935234
16147,35.85132
16148,132.03346
16149,205.39807
16150,363.43356
16151,412.70007
16152,275.3688
16153,296.79633
16154,238.31488
16155,180.17696
16156,89.27494
16157,54.624382
16158,32.34014
16159,-5.2639737
16160,2.1494002
16161,27.3162
16162,29.627913
16163,0.9769725
16164,3.5945668
16165,-1.0410653
16166,0.95508844
16167,2.358895
16168,-5.260114
16169,-6.5426946
16170,-6.8749566
16171,7.019102
16172,125.54949
16173,247.01805
16174,194.38951
16175,300.44083
16176,491.05667
16177,527.36096
16178,499.60995
16179,317.00418
16180,230.81544
16181,279.51047
16182,71.448555
16183,4.6614184
16184,17.7468
16185,-0.81656826
16186,-14.19431
16187,-20.042433
16188,4.9766936
16189,-7.106339
16190,-12.902284
16191,-20.502085
16192,6.4789476
16193,8.1103735
16194,2.6197276
16195,26.598179
16196,92.94551
16197,184.33798
16198,170.91048
16199,189.13084
16200,165.72014
16201,146.96573
16202,116.91862
16203,74.196594
16204,100.638466
16205,90.409645
16206,12.347172
16207,-20.759161
16208,13.106575
16209,18.763567
16210,19.939043
16211,1.1211119
16212,41.844925
16213,23.788895
16214,28.658953
16215,47.786892
16216,36.34714
16217,83.75535
16218,31.067072
16219,60.216747
16220,80.51491
16221,146.30951
16222,154.73672
16223,236.72786
16224,172.87016
16225,202.29921
16226,210.72429
16227,160.85242
16228,176.19783
16229,102.26943
16230,45.60422
16231,41.02961
16232,16.476051
16233,37.569344
16234,26.812832
16235,49.552685
16236,23.938633
16237,30.89443
16238,-3.3731773
16239,29.74399
16240,3.1728423
16241,26.371786
16242,14.712723
