,lossauces
30260,118.31345
30261,-9.467742
30262,69.403404
30263,74.17347
30264,78.29351
30265,103.40926
30266,304.55707
30267,506.90137
30268,693.54675
30269,874.99976
30270,873.084
30271,792.64575
30272,474.5185
30273,524.3505
30274,342.14545
30275,340.4603
30276,6.622041
30277,-22.540482
30278,18.239735
30279,-1.4845724
30280,8.273724
30281,22.519478
30282,-0.9405707
30283,10.304893
30284,-7.161509
30285,1.1727617
30286,-3.6137443
30287,-4.2311864
30288,-1.9699718
30289,40.849743
30290,193.50644
30291,496.57733
30292,657.10236
30293,761.5982
30294,864.19324
30295,836.2607
30296,430.27762
30297,323.14905
30298,60.251614
30299,-10.250606
30300,10.192536
30301,-14.068798
30302,7.5703144
30303,215.70493
30304,324.62186
30305,363.4529
30306,444.87177
30307,490.2226
30308,343.0666
30309,233.20125
30310,190.85048
30311,202.25764
30312,211.9511
30313,29.889965
30314,-36.993256
30315,-59.43598
30316,-50.280235
30317,-7.5500054
30318,-2.528681
30319,8.623954
30320,-32.933437
30321,-1.4857823
30322,-36.39724
30323,-3.8565605
30324,-8.260242
30325,-4.5908694
30326,32.2212
30327,248.11632
30328,374.46942
30329,284.0383
30330,213.80823
30331,563.52954
30332,353.34302
30333,355.55765
30334,239.57039
30335,183.02806
30336,205.31367
30337,55.69597
30338,43.5883
30339,-11.892412
30340,-3.0475402
30341,-0.550783
30342,-5.408351
30343,2.7327287
30344,-4.6109056
30345,0.86785704
30346,6.376739
30347,6.954372
30348,9.092701
30349,76.78907
30350,60.706165
30351,223.9827
30352,425.48004
30353,568.507
30354,663.9254
30355,753.94025
30356,841.58185
30357,613.48676
30358,515.522
30359,478.4739
30360,244.38846
30361,102.634865
30362,28.421293
30363,30.490425
30364,-12.457893
30365,37.998566
30366,2.674279
30367,-3.2678573
30368,-6.00813
30369,-15.746665
30370,-12.369963
30371,-7.349852
30372,-14.402419
30373,15.960167
30374,46.49233
30375,246.05421
30376,399.36005
30377,569.2701
30378,743.3138
30379,736.32776
30380,805.028
30381,644.13165
30382,507.1247
30383,448.53394
30384,276.2292
30385,43.349125
30386,27.30094
30387,4.3840976
30388,7.4629264
30389,25.54975
30390,-15.520209
30391,13.430385
30392,0.9093073
30393,-10.652125
30394,-22.366238
30395,-13.802114
30396,-13.469708
30397,-43.24464
30398,33.72887
30399,199.01907
30400,411.48355
30401,591.07465
30402,720.9254
30403,801.2136
30404,752.8485
30405,622.21515
30406,554.224
30407,484.61914
30408,313.9732
30409,119.56908
30410,15.146759
30411,1.9296662
30412,-11.964494
30413,-12.112965
30414,3.9750164
30415,-1.401292
30416,0.77005374
30417,4.6056366
30418,0.3439635
30419,10.293012
30420,-22.384325
30421,-18.97705
30422,59.635445
30423,189.2345
30424,404.3482
30425,583.54944
30426,679.7722
30427,718.0445
30428,790.0195
30429,626.6768
30430,533.8195
30431,451.01355
30432,237.92229
30433,21.2941
30434,11.105313
30435,-0.7359646
30436,16.00708
30437,-8.336932
30438,-12.734299
30439,-6.1196704
30440,15.971062
30441,-11.671127
30442,-1.3260093
30443,0.44493544
30444,11.487596
30445,-9.659909
30446,30.614183
30447,302.6252
30448,293.06476
30449,336.9425
30450,368.44357
30451,566.96173
30452,424.06
30453,385.8828
30454,259.01868
30455,294.1255
30456,242.92616
30457,82.23412
30458,16.17604
30459,-24.804487
30460,8.319846
30461,30.82463
30462,13.068771
30463,-0.3552302
30464,5.619695
30465,-2.86161
30466,14.231
30467,0.19478332
30468,-9.177495
30469,-88.047646
30470,11.239931
30471,157.73459
30472,205.47778
30473,414.85483
30474,696.73474
30475,716.8148
30476,737.3861
30477,615.5351
30478,468.15207
30479,381.1338
30480,260.85284
30481,67.86341
30482,26.655386
30483,38.647102
30484,28.672567
30485,-8.460005
30486,-1.9188145
30487,-25.678322
30488,0.1356704
30489,8.830429
30490,-7.0846353
30491,50.72697
30492,-9.324446
30493,33.04693
30494,202.88199
30495,343.86093
30496,426.65167
30497,557.0075
30498,583.0371
30499,613.1244
30500,601.03705
30501,528.2454
30502,457.15182
30503,298.14716
30504,53.58021
30505,-17.960817
30506,-20.984743
30507,23.972198
30508,-21.520113
30509,-40.698467
30510,-19.256853
30511,4.433393
30512,-21.375296
30513,17.963015
30514,-46.358955
30515,4.761194
30516,20.726227
30517,33.833897
30518,255.80461
30519,376.9732
30520,553.5073
30521,704.1693
30522,739.9922
30523,783.98035
30524,609.69055
30525,481.90503
30526,451.52957
30527,301.51578
30528,21.364832
30529,25.120062
30530,0.1145488
30531,22.001848
30532,14.3531065
30533,6.258852
30534,11.15115
30535,-12.302256
30536,11.879892
30537,24.398901
30538,-13.9794235
30539,-8.352999
30540,6.821675
30541,45.972427
30542,247.82346
30543,314.76416
30544,549.03467
30545,614.07446
30546,740.106
30547,697.5362
30548,609.4446
30549,474.6555
30550,280.3146
30551,203.3111
30552,87.9008
30553,12.534746
30554,17.10524
30555,3.3486502
30556,28.136944
30557,7.40391
30558,-33.126408
30559,35.79823
30560,13.844726
30561,1.7631795
30562,-5.659084
30563,-12.2781515
30564,-16.528412
30565,29.88465
30566,260.37628
30567,377.80853
30568,409.0518
30569,678.4664
30570,675.2992
30571,545.4807
30572,327.562
30573,453.5944
30574,255.34203
30575,212.45857
30576,122.30188
30577,27.039015
30578,54.88186
30579,-0.817225
30580,9.00991
30581,-3.1695821
30582,-22.883116
30583,7.7516575
30584,-15.321184
30585,-10.182417
30586,-37.110783
30587,-7.179601
30588,-10.388381
30589,35.809067
30590,237.05301
30591,453.0487
30592,608.084
30593,666.2198
30594,798.1215
30595,822.1489
30596,494.21362
30597,400.40927
30598,295.43768
30599,316.8004
30600,50.055153
30601,44.589127
30602,8.514212
30603,30.428768
30604,-3.5061786
30605,12.085282
30606,14.3572855
30607,-0.9784738
30608,2.431518
30609,1.6441015
30610,-4.7002726
30611,-3.505646
30612,-0.19117564
30613,38.28288
30614,206.04901
30615,370.35242
30616,579.4992
30617,635.8106
30618,691.9382
30619,757.632
30620,600.66956
30621,528.3173
30622,354.61142
30623,251.89925
30624,74.518234
30625,74.73062
30626,-26.878809
30627,24.1865
30628,5.4441156
30629,-6.913907
30630,34.13097
30631,28.602074
30632,36.43478
30633,18.99621
30634,19.203142
30635,-36.285793
30636,-19.50564
30637,10.120496
30638,248.9367
30639,303.07925
30640,304.30127
30641,443.1218
30642,550.10223
30643,370.93295
30644,216.61942
30645,149.52095
30646,228.70123
30647,203.3312
30648,51.655655
30649,-5.129718
30650,2.7493336
30651,17.007723
30652,0.091299996
30653,19.132248
30654,6.799192
30655,-8.86975
30656,-10.250539
30657,1.5626715
30658,-25.076824
30659,-5.6680055
30660,9.706669
30661,48.87193
30662,201.75403
30663,247.53569
30664,482.16992
30665,643.722
30666,683.4504
30667,709.1597
30668,484.4363
30669,430.72717
30670,420.43637
30671,179.1274
30672,7.902469
30673,-10.210413
30674,-19.244402
30675,-24.111858
30676,-19.460361
30677,-17.324095
30678,-18.80211
30679,-2.836179
30680,5.9219046
30681,24.939081
30682,7.295823
30683,25.025978
30684,5.308135
30685,61.684044
30686,283.0455
30687,280.87906
30688,530.99225
30689,682.67975
30690,792.4454
30691,781.4992
30692,621.5489
30693,546.38104
30694,452.843
30695,317.0107
30696,52.66463
30697,3.83038
30698,-17.084932
30699,2.8176198
30700,8.559176
30701,12.934955
30702,11.009706
30703,15.344922
30704,5.350836
30705,29.388922
30706,28.720104
30707,-9.849721
30708,-35.111076
30709,35.24154
30710,209.71478
30711,399.52194
30712,625.8839
30713,661.43463
30714,676.1047
30715,743.51855
30716,625.87787
30717,522.77563
30718,406.76343
30719,220.74872
30720,74.41793
30721,-4.7303076
30722,-19.307884
30723,0.82026803
30724,-10.008183
30725,-10.273928
30726,-6.694813
30727,5.085544
30728,7.976911
30729,-28.503502
30730,-14.520842
30731,-11.809029
30732,-14.269865
30733,19.735548
30734,347.75815
30735,433.82263
30736,583.1135
30737,701.1116
30738,729.21423
30739,702.1617
30740,646.716
30741,439.67163
30742,452.39777
30743,277.60117
30744,86.24302
30745,11.305546
30746,-4.580969
30747,-42.891678
30748,29.888191
30749,-7.9640255
30750,4.0379114
30751,-3.7178779
30752,-63.116634
30753,-2.2118945
30754,8.582132
30755,2.3972151
30756,-0.12948835
30757,51.16973
30758,296.02896
30759,399.11053
30760,621.2126
30761,714.1902
30762,762.2712
30763,836.38745
30764,605.3591
30765,490.91248
30766,455.98404
30767,254.72763
30768,62.126556
30769,15.081912
30770,5.6240354
30771,18.740229
30772,-8.126304
30773,-7.977442
30774,-5.6836324
30775,0.0068093427
30776,-8.348767
30777,-9.83013
30778,1.9726353
30779,4.654531
30780,9.740805
30781,62.117752
30782,265.36722
30783,349.77942
30784,459.54892
30785,609.8114
30786,612.03784
30787,658.33484
30788,518.10236
30789,491.52753
30790,389.6976
30791,201.68059
30792,135.52637
30793,37.433216
30794,-9.59162
30795,1.7927097
30796,14.160532
30797,21.930359
30798,0.3408692
30799,65.54172
30800,246.93694
30801,259.28894
30802,369.17508
30803,346.6056
30804,410.31918
30805,213.8774
30806,261.31464
30807,338.58163
30808,320.47064
30809,58.746773
30810,23.698227
30811,0.36688763
30812,-15.253341
30813,43.95513
30814,25.393164
30815,21.321001
30816,44.72821
30817,-12.3274975
30818,55.731697
30819,11.599982
30820,-15.922499
30821,9.364471
30822,41.869186
30823,205.2451
30824,467.72305
30825,590.8612
30826,717.7828
30827,614.9839
30828,679.9946
30829,672.1552
30830,532.6484
30831,450.33328
30832,337.64905
30833,63.11594
30834,32.85447
30835,12.778372
30836,0.9783136
30837,-1.1415099
30838,-10.750757
30839,-3.1081972
30840,-3.8215024
30841,36.25914
30842,-1.3872179
30843,0.35540617
30844,-8.477688
30845,-20.916702
30846,36.74373
30847,242.40483
30848,460.5276
30849,632.9053
30850,702.1173
30851,733.7787
30852,738.95526
30853,625.88385
30854,557.7047
30855,454.9385
30856,297.24292
30857,62.67736
30858,20.438904
30859,7.212199
30860,47.798725
30861,44.50995
30862,53.811867
30863,31.5328
30864,-22.625906
30865,4.3708014
30866,-7.9955087
30867,-47.67262
30868,55.032684
30869,56.844437
30870,41.14485
30871,306.36
30872,398.1448
30873,560.9798
30874,659.9395
30875,529.7752
30876,582.08276
30877,337.2493
30878,504.31082
30879,-11.522473
30880,5.6994247
30881,218.93991
30882,313.71716
30883,450.18683
30884,583.7282
30885,547.1232
30886,373.5878
30887,278.64853
30888,314.5011
30889,265.81546
30890,229.12099
30891,81.16405
30892,14.384399
30893,-6.5144887
30894,-9.390882
30895,-20.677282
30896,-3.7463932
30897,-16.165873
30898,2.7922387
30899,-43.898636
30900,55.43423
30901,-4.152489
30902,8.35493
30903,-7.1954646
30904,80.07709
30905,244.26292
30906,353.92313
30907,482.44125
30908,597.0673
30909,707.7267
30910,804.27686
30911,634.9166
30912,527.82263
30913,448.3938
30914,273.7001
30915,57.222935
30916,5.474816
30917,-22.128386
30918,8.800855
30919,27.679949
30920,15.131315
30921,12.084598
30922,-10.918453
30923,55.610695
30924,67.195595
30925,41.868916
30926,-35.265034
30927,39.39238
30928,18.944141
30929,238.68973
30930,459.56885
30931,535.05524
30932,613.3465
30933,662.11127
30934,583.6508
30935,595.05914
30936,428.50342
30937,400.24216
30938,232.61662
30939,59.065445
30940,8.59514
30941,-22.693432
30942,-65.49625
30943,2.9776404
30944,10.979416
30945,-20.42337
30946,15.290665
30947,-3.8248386
30948,-20.008585
30949,-38.021515
30950,42.643623
30951,52.039177
30952,109.74191
30953,251.99074
30954,429.39062
30955,536.9153
30956,602.47266
30957,722.508
30958,677.28613
30959,509.10504
30960,334.47406
30961,383.00632
30962,230.7948
30963,101.05913
30964,-20.295115
30965,-29.822115
30966,26.335644
30967,6.885181
30968,44.429054
30969,58.335495
30970,126.312416
30971,76.11135
30972,106.18804
30973,62.454624
30974,83.41387
30975,81.486855
30976,143.92834
30977,292.74368
30978,506.7812
30979,589.1612
30980,470.99176
30981,756.841
30982,725.10925
30983,582.1641
30984,499.83096
30985,380.87466
30986,292.91553
30987,37.708397
30988,21.746841
30989,26.20608
30990,-16.088493
30991,-18.86599
30992,34.30128
30993,15.712739
30994,-17.274845
30995,-1.6350155
30996,-8.10228
30997,-0.9112892
30998,8.274924
30999,-12.531951
31000,31.445723
31001,204.25317
31002,435.1405
31003,430.85703
31004,540.53125
31005,595.4243
31006,674.1864
31007,556.6991
31008,406.33267
31009,388.28387
31010,156.34807
31011,25.527145
31012,63.69848
31013,19.246008
31014,-11.800458
31015,7.138926
31016,22.340834
31017,-28.66437
31018,-8.612004
31019,-14.93961
31020,-15.781498
31021,9.342545
31022,-20.760601
31023,-16.815804
31024,-45.530125
31025,207.83249
31026,389.31082
31027,537.1002
31028,634.1407
31029,650.01733
31030,672.9436
31031,529.8162
31032,416.44415
31033,340.48724
31034,138.86569
31035,26.698456
31036,34.41286
31037,40.957066
31038,-21.6523
31039,-4.1853266
31040,13.291709
31041,15.9374485
31042,-0.7959552
31043,-15.463142
31044,-18.064892
31045,-20.831053
31046,16.641014
31047,-43.89215
31048,31.101114
31049,205.8516
31050,463.851
31051,485.18878
31052,681.4153
31053,642.3248
31054,662.09595
31055,560.1888
31056,306.72043
31057,250.8095
31058,164.16666
31059,62.628113
31060,30.722322
31061,24.342777
31062,31.567337
31063,2.3613093
31064,-3.9763248
31065,35.48749
31066,84.230484
31067,-36.830353
31068,70.11246
31069,146.71918
31070,214.465
31071,211.79297
31072,136.91096
31073,242.35054
31074,305.65176
31075,544.36725
31076,750.4203
31077,709.44763
31078,702.422
31079,595.40625
31080,495.48166
31081,471.8228
31082,298.65317
31083,87.032776
31084,15.360489
31085,15.874885
31086,-27.329226
31087,-25.031307
31088,6.0218573
31089,-20.13443
31090,41.40801
31091,-8.6717415
31092,55.33847
31093,39.972343
31094,24.386545
31095,48.919785
31096,43.274612
31097,373.804
31098,403.98285
31099,528.38525
31100,473.1711
31101,386.6041
31102,576.48047
31103,308.6215
31104,322.05524
31105,383.00595
31106,324.69467
31107,101.393166
31108,71.755615
31109,69.83069
31110,75.18159
31111,73.210335
31112,72.71866
31113,-5.123338
31114,-7.500002
31115,31.829803
31116,31.529642
31117,20.43222
31118,28.000172
31119,20.590908
31120,-6.00641
31121,120.35284
31122,205.53664
31123,529.1045
31124,484.58466
31125,379.1321
31126,312.5629
31127,418.8084
31128,158.91982
31129,166.1829
31130,44.890915
31131,-20.488781
31132,-52.075043
31133,-78.59142
31134,-63.590015
31135,-45.2882
31136,-45.79413
31137,23.850178
31138,-42.1562
31139,-15.764558
31140,9.543456
31141,-9.3875065
31142,11.250814
31143,43.062626
31144,83.97804
31145,301.22174
31146,371.0405
31147,473.64575
31148,531.19434
31149,568.977
31150,712.627
31151,537.54987
31152,381.7223
31153,356.2981
31154,161.42223
31155,70.52464
31156,27.368082
31157,16.01116
31158,20.980816
31159,39.10608
31160,13.554858
31161,-4.2583237
31162,2.1956446
31163,-1.6264625
31164,-3.1968536
31165,13.826126
31166,14.080317
31167,0.44822717
31168,242.70187
31169,332.90646
31170,460.24
31171,589.64954
31172,585.7897
31173,439.96155
31174,287.5068
31175,259.08093
31176,274.83206
31177,132.20744
31178,53.53314
31179,1.4679219
31180,-35.149704
31181,-21.467434
31182,-25.90263
31183,-26.46429
31184,13.647842
31185,3.5426724
31186,19.409697
31187,-9.748511
31188,10.6701
31189,5.014318
31190,9.522764
31191,37.39803
31192,200.72765
31193,254.52974
31194,336.25677
31195,594.3294
31196,630.3857
31197,670.07623
31198,636.7794
31199,433.02072
31200,350.58362
31201,182.79103
31202,16.633757
31203,38.313984
31204,72.19423
31205,-16.328587
31206,42.873123
31207,-7.1850114
31208,-14.715715
31209,-9.952727
31210,-12.608847
31211,22.28782
31212,-3.3225017
31213,8.687535
31214,13.372287
31215,39.013016
31216,194.50142
31217,379.67093
31218,480.90643
31219,571.37695
31220,584.98596
31221,568.75226
31222,440.82504
31223,331.26633
31224,211.05975
31225,77.70928
31226,23.125854
31227,5.049851
31228,3.3523088
31229,10.016997
31230,10.891154
31231,6.999249
31232,-9.16918
31233,0.84878325
31234,7.5671954
31235,8.450534
31236,1.0213686
31237,1.3506103
31238,-3.1929593
31239,-0.5552776
31240,241.86365
31241,431.1492
31242,385.5708
31243,536.37683
31244,493.50555
31245,419.94833
31246,343.96063
31247,219.09686
31248,197.5543
31249,214.48625
31250,28.758604
31251,14.137
31252,20.691883
31253,17.213474
31254,5.772348
31255,8.270935
31256,-1.0322628
31257,68.60312
31258,17.090067
31259,-6.988292
31260,-1.9200281
31261,11.763798
31262,10.401893
31263,26.646248
31264,260.80383
31265,319.94595
31266,520.3299
31267,625.3588
31268,561.2953
31269,549.2226
31270,454.89087
31271,411.09396
31272,324.28647
31273,151.67207
31274,8.856022
31275,-1.2304258
31276,-9.212561
31277,11.763134
31278,-3.491379
31279,-9.977146
31280,3.2284853
31281,4.7311206
31282,0.48958984
31283,26.852894
31284,-9.540543
31285,-5.654431
31286,41.60976
31287,27.733723
31288,203.53296
31289,415.08966
31290,529.0533
31291,502.08063
31292,414.70654
31293,130.10143
31294,159.3514
31295,31.614422
31296,28.097706
31297,-0.12879951
31298,2.6831079
31299,-1.3611583
31300,84.33615
31301,6.9166894
31302,0.08963916
31303,3.2457058
31304,17.913956
31305,-2.4672227
31306,8.419372
31307,9.751133
31308,29.227568
31309,216.62897
31310,462.41232
31311,517.72406
31312,605.82965
31313,565.3734
31314,425.75934
31315,291.3757
31316,249.35715
31317,283.1739
31318,192.83922
31319,53.315292
31320,40.64753
31321,11.951741
31322,17.518417
31323,14.058239
31324,24.884579
31325,-17.36252
31326,-10.374289
31327,0.02186859
31328,35.971752
31329,-10.573122
31330,-15.23378
31331,12.212387
31332,30.720657
31333,263.61185
31334,394.74292
31335,493.7739
31336,651.079
31337,669.2931
31338,593.8108
31339,498.54556
31340,340.7291
31341,231.49866
31342,130.6199
31343,50.28591
31344,26.878277
31345,5.07589
31346,12.400886
31347,11.726041
31348,13.678903
31349,-0.98027873
31350,0.68564796
31351,0.6114955
31352,8.180553
31353,20.634907
31354,-9.019677
31355,-4.480535
31356,-5.239566
31357,261.9893
31358,381.6224
31359,401.5581
31360,528.96313
31361,619.1753
31362,586.02563
31363,351.5713
31364,192.5525
31365,226.3103
31366,120.173775
31367,46.30305
31368,19.51932
31369,10.17684
31370,-2.496816
31371,-19.824572
31372,9.270436
31373,12.094422
31374,7.8557353
31375,2.323338
31376,-10.937103
31377,-1.7420684
31378,18.920012
31379,24.474035
31380,15.400686
31381,209.26173
31382,296.1875
31383,338.67953
31384,506.16895
31385,556.70715
31386,526.6574
31387,-12.1103945
31388,9.2077675
31389,51.132492
31390,-19.601913
31391,-0.55009747
31392,-12.183281
31393,-21.852629
31394,-6.747177
31395,-26.940552
31396,5.2165046
31397,3.7313917
31398,0.96768963
31399,15.3457
31400,220.62788
31401,382.86423
31402,513.4449
31403,618.33057
31404,686.9664
31405,659.14557
31406,587.36646
31407,419.99973
31408,378.69266
31409,187.1361
31410,74.42741
31411,28.585472
31412,9.607875
31413,19.41779
31414,-14.261575
31415,5.33375
31416,-7.820197
31417,13.960136
31418,-29.45548
31419,2.6871789
31420,-6.1233015
31421,-14.311568
31422,-20.824726
31423,8.905577
31424,198.75835
31425,343.02094
31426,505.8785
31427,615.82745
31428,669.6963
31429,672.35394
31430,555.2373
31431,435.05176
31432,348.53973
31433,174.19043
31434,32.8283
31435,17.33262
31436,-2.0711594
31437,-1.2623302
31438,52.495815
31439,12.168741
31440,12.805058
31441,11.12231
31442,9.022414
31443,1.7438089
31444,8.312542
31445,16.33703
31446,22.28164
31447,33.260727
31448,180.1821
31449,404.15723
31450,490.88016
31451,499.11353
31452,809.1306
31453,777.2077
31454,652.87823
31455,363.15213
31456,381.21802
31457,93.36866
31458,-61.326473
31459,-43.82945
31460,-40.97494
31461,-53.65089
31462,-59.188545
31463,-99.269844
31464,-4.3106422
31465,-0.10825593
31466,-19.40056
31467,-12.673516
31468,9.202268
31469,10.433786
31470,-19.349722
31471,8.731413
31472,166.21266
31473,391.4
31474,471.0603
31475,602.8973
31476,625.422
31477,671.9963
31478,637.8001
31479,436.46414
31480,354.5379
31481,172.91353
31482,6.8032074
31483,2.6941836
31484,-0.38510415
31485,10.850008
31486,60.823345
31487,22.998907
31488,3.9337604
31489,18.498722
31490,9.782055
31491,-2.060965
31492,-17.671167
31493,-18.826748
31494,4.7424803
31495,14.050196
31496,133.08827
31497,369.6843
31498,462.51834
31499,488.77386
31500,543.9466
31501,659.1487
31502,530.9326
31503,341.4395
31504,342.6525
31505,110.252975
31506,-0.49134785
31507,6.8311663
31508,-6.12922
31509,8.468453
31510,2.492894
31511,15.201115
31512,-5.284987
31513,-6.9979715
31514,41.901947
31515,17.988129
31516,18.75469
31517,17.146185
31518,26.960884
31519,34.2584
31520,168.31102
31521,418.53302
31522,428.97964
31523,583.75885
31524,607.44574
31525,635.9047
31526,320.9471
31527,188.51828
31528,-1.7569252
31529,9.793605
31530,2.3005533
31531,-2.2971249
31532,8.312862
31533,14.170036
31534,-2.1379986
31535,3.3124943
31536,-13.387375
31537,-15.89865
31538,26.210476
31539,27.371702
31540,35.104523
31541,39.960537
31542,187.48497
31543,424.61078
31544,457.2902
31545,550.6935
31546,543.2238
31547,488.37357
31548,462.69818
31549,278.98148
31550,300.15704
31551,149.85316
31552,33.94322
31553,-17.56173
31554,-21.54938
31555,-3.7159314
31556,-4.8724413
31557,2.4940324
31558,-12.318491
31559,-1.1059735
31560,-14.194342
31561,-49.16187
31562,-9.333638
31563,-1.8514779
31564,34.407967
31565,33.009773
31566,202.6668
31567,374.7973
31568,453.0182
31569,489.0443
31570,538.1535
31571,476.2038
31572,439.69965
31573,358.701
31574,265.60205
31575,112.70923
31576,25.185217
31577,1.0721879
31578,8.185849
31579,16.831367
31580,17.57156
31581,13.979492
31582,-8.599719
31583,8.2343
31584,-7.063807
31585,-4.702947
31586,-0.8481295
31587,-1.0633043
31588,14.901586
31589,19.91416
31590,204.29147
31591,385.74213
31592,491.75534
31593,638.68475
31594,663.2163
31595,694.5286
31596,470.6515
31597,355.49286
31598,306.3411
31599,144.11476
31600,37.660183
31601,19.04623
31602,2.8427591
31603,6.936135
31604,9.898216
31605,18.154358
31606,1.9779668
31607,-15.052379
31608,-3.8348718
31609,1.479914
31610,-4.1162424
31611,1.225779
31612,-3.0247834
31613,24.031475
31614,232.65309
31615,386.5503
31616,496.29352
31617,582.91785
31618,562.308
31619,632.79803
31620,482.9657
31621,358.88977
31622,287.82532
31623,121.64242
31624,25.494478
31625,1.3977727
31626,9.270627
31627,9.583964
31628,5.1919966
31629,19.13132
31630,-31.825068
31631,-4.5087166
31632,-14.865169
31633,-2.7484045
31634,-2.1599047
31635,-2.8527436
31636,-8.531091
31637,21.123825
31638,165.88728
31639,386.88095
31640,356.5107
31641,495.13843
31642,533.3032
31643,541.7097
31644,425.05246
31645,324.2363
31646,278.41568
31647,121.92514
31648,34.219353
31649,4.331467
31650,-21.342146
31651,6.2852526
31652,16.273138
31653,19.466743
31654,10.036995
31655,-1.1201102
31656,11.261921
31657,-19.5624
31658,-6.0278506
31659,-8.565273
31660,-15.378834
31661,55.750427
31662,195.38446
31663,204.16212
31664,350.9946
31665,631.6919
31666,673.159
31667,576.3603
31668,468.23297
31669,370.90598
31670,226.89452
31671,132.38945
31672,32.141148
31673,-4.3950596
31674,6.061825
31675,-4.7351093
31676,5.804742
31677,3.536275
31678,-17.615355
31679,-5.71504
31680,1.9256291
31681,12.440359
31682,-10.25038
31683,-11.449851
31684,-13.000884
31685,4.993912
31686,246.71364
31687,333.64932
31688,490.89465
31689,565.12134
31690,508.24246
31691,423.85287
31692,318.21445
31693,250.67455
31694,182.43542
31695,91.38017
31696,35.137783
31697,7.4538803
31698,-21.894974
31699,-51.60482
31700,2.231825
31701,-6.5736957
31702,-24.053667
31703,5.6147556
31704,3.2577493
31705,-3.4179385
31706,-15.584598
31707,7.368345
31708,-30.833809
31709,22.529926
31710,177.12752
31711,446.8683
31712,530.72943
31713,669.55707
31714,644.88
31715,717.6964
31716,556.7388
31717,413.8076
31718,366.56052
31719,152.80496
31720,7.5419793
31721,2.7264462
31722,-18.327543
31723,-32.495193
31724,-27.123447
31725,-28.298492
31726,-4.920037
31727,-10.757243
31728,7.7672753
31729,10.57132
31730,19.184704
31731,-7.7906556
31732,-6.782659
31733,35.880737
31734,112.93451
31735,245.55028
31736,439.74857
31737,542.27277
31738,593.90936
31739,611.96313
31740,501.43347
31741,358.78772
31742,203.89816
31743,70.710785
31744,-1.3015982
31745,-9.745713
31746,-22.06823
31747,-18.666971
31748,-20.355822
31749,-27.46163
31750,-10.222543
31751,-9.130348
31752,8.397235
31753,6.824119
31754,51.041016
31755,6.4493213
31756,5.1801724
31757,-4.024222
31758,94.07324
31759,319.27548
31760,451.1041
31761,535.82916
31762,676.26526
31763,654.63556
31764,491.10892
31765,406.29526
31766,266.3211
31767,83.099945
31768,59.40108
31769,62.454906
31770,45.422283
31771,58.92595
31772,39.090496
31773,42.390717
31774,13.745874
31775,3.3657205
31776,4.2784047
31777,11.562269
31778,-2.7034492
31779,59.890625
31780,31.146338
31781,21.423273
31782,445.48547
31783,461.11667
31784,624.82166
31785,644.10175
31786,717.4031
31787,743.4659
31788,544.0726
31789,261.76105
31790,258.85605
31791,141.73033
31792,26.281593
31793,114.83292
31794,79.78264
31795,64.89568
31796,-28.445986
31797,32.2277
31798,16.80463
31799,6.5254946
31800,60.039154
31801,191.65782
31802,304.43918
31803,292.04022
31804,306.3191
31805,265.66003
31806,216.37698
31807,122.01192
31808,153.45166
31809,130.0363
31810,60.783245
31811,-5.951813
31812,11.733829
31813,4.6029515
31814,14.73066
31815,17.76555
31816,25.399334
31817,7.4161596
31818,17.438377
31819,12.256782
31820,-0.71546197
31821,-7.34117
31822,30.773685
31823,41.31087
31824,66.61835
31825,283.62793
31826,447.26898
31827,500.6057
31828,563.355
31829,535.89526
31830,501.38776
31831,360.65427
31832,217.932
31833,147.14944
31834,10.455974
31835,23.506586
31836,-14.017107
31837,-5.726856
31838,-7.6296496
31839,3.792323
31840,-5.941222
31841,12.340371
31842,136.47017
31843,415.20016
31844,440.6195
31845,715.31805
31846,682.4841
31847,651.0532
31848,463.43997
31849,339.03903
31850,222.97688
31851,126.19734
31852,1.8797038
31853,-15.630098
31854,-12.472331
31855,-11.51282
31856,1.4432869
31857,16.53895
31858,-12.733295
31859,-1.9971548
31860,-4.5222316
31861,-3.4735165
31862,-1.3783712
31863,-3.0043087
31864,-5.2351594
31865,-1.3591634
31866,84.39866
31867,335.12317
31868,446.59726
31869,428.83334
31870,512.25525
31871,460.74442
31872,472.34244
31873,348.5786
31874,186.2967
31875,112.2316
31876,-2.529028
31877,-8.829744
31878,-17.873388
31879,-10.036197
31880,-7.863929
31881,-7.863929
31882,9.385515
31883,-4.245051
31884,4.6873565
31885,0.9028159
31886,-4.7403784
31887,-9.172391
31888,-4.479205
31889,-13.977099
31890,102.23596
31891,321.83966
31892,445.91922
31893,556.3176
31894,560.06036
31895,573.1346
31896,513.9334
31897,343.63437
31898,220.03436
31899,149.55641
31900,19.866066
31901,20.719666
31902,1.8989767
31903,-8.525484
31904,-12.865107
31905,-1.1079022
31906,4.9233203
31907,4.6873565
31908,-3.4595368
31909,-0.6570013
31910,-0.21561566
31911,-0.36591184
31912,5.726147
31913,24.046614
31914,154.26366
31915,263.70807
31916,355.4538
31917,404.61597
31918,420.1871
31919,493.25516
31920,383.35077
31921,363.45718
31922,324.1525
31923,250.83458
31924,98.143166
31925,87.18162
31926,89.977715
31927,80.617615
31928,42.06555
31929,44.89998
31930,25.361
31931,10.956709
31932,14.899478
31933,44.986973
31934,11.931809
31935,18.30381
31936,18.86348
31937,28.678713
