,centrovis-aemet
32382,0.23176382
32383,33.3303
32384,256.89807
32385,425.13516
32386,659.5377
32387,758.78064
32388,825.73553
32389,830.8664
32390,664.31793
32391,527.6379
32392,502.34695
32393,374.24963
32394,124.56796
32395,45.089123
32396,9.523428
32397,-3.8791766
32398,8.85281
32399,8.85281
32400,3.7834373
32401,-8.202916
32402,2.1978843
32403,-1.4636514
32404,6.644629
32405,-3.0603032
32406,-4.7006574
32407,39.80132
32408,183.41862
32409,420.3775
32410,568.44446
32411,723.4251
32412,796.3584
32413,745.9014
32414,625.3209
32415,528.7884
32416,418.40598
32417,320.94623
32418,81.86978
32419,3.6941762
32420,-10.966185
32421,-15.23747
32422,-32.09145
32423,4.830073
32424,1.3499413
32425,3.1418657
32426,-2.636588
32427,4.5847554
32428,-1.013708
32429,14.146913
32430,1.1952041
32431,49.32527
32432,237.05933
32433,392.09387
32434,533.11847
32435,637.75885
32436,728.572
32437,766.9764
32438,549.3016
32439,507.0408
32440,376.27896
32441,299.9399
32442,74.25959
32443,21.462408
32444,14.348023
32445,-31.30939
32446,-30.49042
32447,-4.385311
32448,2.7568696
32449,0.45753476
32450,2.646174
32451,-9.170866
32452,-2.264379
32453,1.9586241
32454,-3.809615
32455,55.898006
32456,231.71689
32457,425.99713
32458,604.09247
32459,710.7392
32460,743.99225
32461,806.2203
32462,606.8856
32463,468.1905
32464,332.22864
32465,163.66203
32466,76.93579
32467,10.047607
32468,-10.775795
32469,-10.581816
32470,9.047797
32471,1.1532921
32472,-2.9128845
32473,-5.995931
32474,7.092691
32475,-9.650255
32476,-9.460389
32477,-12.154682
32478,2.8367612
32479,27.00764
32480,235.54272
32481,357.21735
32482,535.1681
32483,589.7429
32484,717.67914
32485,749.8808
32486,609.6488
32487,486.74646
32488,362.03928
32489,149.31392
32490,66.03914
32491,-10.071868
32492,-11.150062
32493,-18.446234
32494,-24.114054
32495,-21.240519
32496,11.367211
32497,-17.031536
32498,-3.3857026
32499,-8.034744
32500,2.9605668
32501,-7.926866
32502,-12.627372
32503,61.90809
32504,263.91754
32505,413.3056
32506,527.2949
32507,577.392
32508,601.03986
32509,352.47723
32510,381.78464
32511,312.93973
32512,312.37155
32513,142.64288
32514,68.58143
32515,20.10733
32516,-6.641372
32517,1.1496253
32518,2.3122497
32519,-7.9142294
32520,1.4866546
32521,-16.345015
32522,-5.0607953
32523,5.6564927
32524,-4.205376
32525,-4.909961
32526,-5.968168
32527,42.72297
32528,254.85478
32529,387.11295
32530,557.1761
32531,593.9753
32532,632.824
32533,649.3409
32534,546.1775
32535,466.86566
32536,310.09897
32537,137.98964
32538,114.71142
32539,-6.550455
32540,-4.000422
32541,-3.296215
32542,11.981778
32543,-7.4328294
32544,-3.2072423
32545,9.903883
32546,1.5600342
32547,12.207932
32548,15.270494
32549,-6.9527173
32550,2.8182483
32551,18.024857
32552,142.14294
32553,391.1829
32554,475.7658
32555,668.11743
32556,571.9251
32557,586.01715
32558,503.41525
32559,407.74304
32560,315.35883
32561,106.77273
32562,40.05574
32563,-1.2559428
32564,-20.249146
32565,3.1935995
32566,-20.96202
32567,-24.730978
32568,-0.13445523
32569,-1.2861413
32570,25.34659
32571,-5.644357
32572,-9.795559
32573,-8.076129
32574,-11.965265
32575,21.726385
32576,133.21259
32577,438.37347
32578,490.62808
32579,558.2071
32580,704.2963
32581,702.884
32582,541.32306
32583,383.61032
32584,330.71716
32585,158.85611
32586,53.24236
32587,1.059797
32588,22.745428
32589,-0.7904242
32590,41.522945
32591,-9.641869
32592,-0.40291622
32593,-6.6965127
32594,-3.9169135
32595,12.470446
32596,10.601145
32597,-13.892148
32598,-2.9239013
32599,19.346136
32600,213.67303
32601,412.1918
32602,516.3644
32603,663.9821
32604,747.15344
32605,743.2372
32606,572.119
32607,409.3417
32608,377.68765
32609,183.99812
32610,36.289265
32611,4.525553
32612,-26.848417
32613,20.294798
32614,-0.019963577
32615,-5.4881787
32616,-1.1055719
32617,-3.0857806
32618,5.2681937
32619,23.600283
32620,-29.292871
32621,8.801075
32622,17.97617
32623,36.75924
32624,234.83727
32625,411.33817
32626,522.1358
32627,666.5983
32628,675.116
32629,672.43604
32630,613.3868
32631,410.11356
32632,306.62042
32633,95.36629
32634,29.667395
32635,9.005064
32636,-20.696278
32637,13.004479
32638,10.020649
32639,17.6206
32640,10.45807
32641,16.24325
32642,1.9127437
32643,-14.838173
32644,-23.910307
32645,-19.765406
32646,-26.403605
32647,4.2861905
32648,232.46042
32649,261.89185
32650,338.50943
32651,430.77933
32652,417.92416
32653,467.54013
32654,430.08734
32655,304.74902
32656,217.69708
32657,54.156403
32658,27.154442
32659,7.842813
32660,3.2072976
32661,-10.148117
32662,2.9759946
32663,-8.63538
32664,19.77203
32665,0.59180474
32666,43.813892
32667,17.844156
32668,28.682388
32669,31.202734
32670,7.8793874
32671,21.47049
32672,134.80704
32673,187.20128
32674,280.28195
32675,332.5846
32676,341.84946
32677,229.83379
32678,273.06265
32679,227.91806
32680,235.84473
32681,141.41946
32682,34.53267
32683,-5.4410124
32684,26.64766
32685,38.81116
32686,-18.26187
32687,-3.6788092
32688,3.2887454
32689,-3.9356441
32690,3.0872538
32691,10.109939
32692,-6.173747
32693,6.7689195
32694,5.849727
32695,21.365208
32696,269.7262
32697,469.36435
32698,584.91364
32699,674.56396
32700,726.8097
32701,746.9806
32702,575.34235
32703,415.92004
32704,420.82538
32705,223.3004
32706,36.081383
32707,41.537323
32708,1.3781531
32709,-9.381606
32710,8.750316
32711,-5.278937
32712,-3.3793087
32713,0.7962619
32714,-0.046025217
32715,-2.5462744
32716,4.850811
32717,6.464104
32718,5.083951
32719,31.528257
32720,165.95
32721,458.5954
32722,523.99835
32723,664.3477
32724,711.29456
32725,705.937
32726,595.5899
32727,403.06345
32728,408.3645
32729,258.9984
32730,38.12102
32731,77.826
32732,9.184236
32733,10.910823
32734,6.953527
32735,6.611159
32736,-13.5387945
32737,-9.781796
32738,-9.298366
32739,-3.137077
32740,-7.599702
32741,-2.4486647
32742,-3.3283978
32743,34.430305
32744,217.3511
32745,425.96375
32746,599.0665
32747,673.1469
32748,737.51733
32749,772.2456
32750,582.022
32751,426.58716
32752,378.7412
32753,229.24057
32754,76.84342
32755,37.627205
32756,35.339527
32757,33.08408
32758,17.278423
32759,37.68982
32760,7.1786685
32761,0.4310116
32762,9.712861
32763,5.380896
32764,3.6580634
32765,-6.9043927
32766,2.1427367
32767,24.798925
32768,228.06775
32769,393.95163
32770,491.3816
32771,576.6175
32772,704.89514
32773,698.19653
32774,527.73737
32775,404.7477
32776,278.6911
32777,74.59014
32778,9.806047
32779,38.454933
32780,-20.357304
32781,-14.415829
32782,1.6517651
32783,6.031966
32784,-1.6888946
32785,6.478185
32786,3.6342118
32787,12.169143
32788,1.700154
32789,6.294687
32790,-15.810131
32791,18.496428
32792,157.6773
32793,394.55792
32794,543.45746
32795,663.3693
32796,705.68994
32797,743.7987
32798,592.286
32799,372.64633
32800,339.1788
32801,160.54074
32802,52.92002
32803,15.466832
32804,6.12509
32805,0.908463
32806,-6.444525
32807,-33.694607
32808,0.75610495
32809,12.394841
32810,21.437786
32811,26.940784
32812,2.3738985
32813,-33.245155
32814,-16.60888
32815,15.657519
32816,76.75442
32817,277.04346
32818,372.39163
32819,575.9636
32820,638.44543
32821,627.6829
32822,523.73785
32823,481.9476
32824,391.20984
32825,164.43556
32826,29.503899
32827,0.80860996
32828,-5.303537
32829,-13.420697
32830,-18.01357
32831,-8.090019
32832,-5.273735
32833,-2.8617997
32834,2.758654
32835,4.6889634
32836,3.585683
32837,4.5793676
32838,2.5313754
32839,17.917498
32840,188.30803
32841,350.13474
32842,446.40823
32843,614.3864
32844,677.6679
32845,705.1867
32846,572.45667
32847,438.7117
32848,304.37982
32849,146.27138
32850,16.11733
32851,2.748646
32852,-9.702297
32853,-24.53538
32854,-17.418495
32855,-14.964515
32856,-22.303026
32857,-13.458137
32858,-21.325743
32859,-29.364128
32860,14.294066
32861,-12.5091305
32862,1.1341525
32863,16.319132
32864,207.49083
32865,352.86404
32866,463.24313
32867,599.13684
32868,647.89014
32869,660.037
32870,499.026
32871,372.48306
32872,319.2215
32873,104.392265
32874,7.846559
32875,-39.73544
32876,-55.71186
32877,-36.59023
32878,-39.217083
32879,7.7538767
32880,5.2989345
32881,7.0933213
32882,5.951306
32883,17.10524
32884,10.07038
32885,-2.1555202
32886,24.32901
32887,31.46891
32888,208.40915
32889,333.30542
32890,438.261
32891,658.919
32892,631.8004
32893,721.23914
32894,614.1554
32895,409.68744
32896,372.77814
32897,184.71393
32898,30.788507
32899,14.988061
32900,-19.198244
32901,-18.22397
32902,-7.9889545
32903,-16.959106
32904,3.4004657
32905,-4.280039
32906,1.485869
32907,-3.8808765
32908,-1.3205934
32909,-4.9462495
32910,1.1970141
32911,23.743202
32912,213.59909
32913,435.07285
32914,557.86084
32915,680.6582
32916,720.28296
32917,668.3758
32918,564.76825
32919,449.10355
32920,380.6542
32921,181.808
32922,36.970123
32923,1.727335
32924,-0.3136989
32925,10.961064
32926,-3.1567974
32927,-3.1429164
32928,-12.98692
32929,-10.966102
32930,-9.217325
32931,-5.1733003
32932,-13.7372
32933,-6.141432
32934,5.6095996
32935,23.717648
32936,118.02956
32937,398.29388
32938,550.27924
32939,498.16684
32940,527.18304
32941,563.17664
32942,400.694
32943,364.72836
32944,289.37036
32945,71.227554
32946,33.23934
32947,-2.7875028
32948,-4.1476645
32949,14.370444
32950,-9.897185
32951,8.064728
32952,2.9635139
32953,0.3996469
32954,11.905737
32955,13.114235
32956,1.2294806
32957,15.867486
32958,4.79085
32959,14.079361
32960,169.12474
32961,354.62634
32962,339.4995
32963,565.2445
32964,607.37146
32965,613.77545
32966,531.32526
32967,420.47327
32968,268.54312
32969,180.73616
32970,21.014006
32971,1.3692775
32972,11.25631
32973,-14.39545
32974,21.083597
32975,19.7343
32976,-34.904285
32977,-10.981783
32978,-41.446663
32979,-24.970823
32980,-8.19537
32981,0.4051817
32982,22.406807
32983,41.02958
32984,110.19781
32985,217.81496
32986,349.92172
32987,391.1808
32988,449.18802
32989,428.59842
32990,389.1288
32991,446.3516
32992,279.412
32993,169.65367
32994,62.28291
32995,54.263786
32996,29.55996
32997,31.132153
32998,7.139214
32999,33.498714
33000,15.874821
33001,0.29829776
33002,-3.727419
33003,-2.4981546
33004,-12.655041
33005,-1.8882343
33006,-35.445236
33007,-22.645836
33008,32.31573
33009,95.44594
33010,219.48991
33011,128.94955
33012,362.01178
33013,594.21405
33014,528.2558
33015,267.643
33016,161.18346
33017,23.364971
33018,25.518772
33019,-51.980446
33020,19.366255
33021,2.1481962
33022,11.648531
33023,5.758322
33024,-3.3471034
33025,-20.486113
33026,-28.688503
33027,-34.34912
33028,-27.14824
33029,7.027961
33030,1.6485589
33031,23.081448
33032,117.08098
33033,219.30621
33034,423.77115
33035,491.25146
33036,498.33664
33037,522.0358
33038,463.2839
33039,277.6943
33040,134.49753
33041,84.10246
33042,24.340748
33043,-2.6819053
33044,4.3545885
33045,-3.8861573
33046,-1.1463054
33047,0.879569
33048,-4.252234
33049,-5.1518703
33050,-2.788571
33051,-5.6374636
33052,-2.4981582
33053,-1.435272
33054,-1.4896247
33055,17.489412
33056,116.69435
33057,371.97482
33058,479.37265
33059,557.5869
33060,595.96765
33061,613.4064
33062,566.31775
33063,409.8136
33064,281.12576
33065,117.56252
33066,47.788467
33067,19.477667
33068,-3.678987
33069,1.3332
33070,0.75736415
33071,1.7010562
33072,-8.729854
33073,10.710218
33074,-7.8067355
33075,-3.0341694
33076,16.205015
33077,-4.5133176
33078,-8.712839
33079,27.773682
33080,106.584526
33081,323.9669
33082,425.6221
33083,541.65753
33084,568.73413
33085,551.0501
33086,486.0666
33087,368.63687
33088,267.55643
33089,122.438614
33090,15.033302
33091,-8.495701
33092,-7.37089
33093,-0.7233863
33094,-2.168416
33095,-11.538137
33096,-5.4596314
33097,-11.632131
33098,-7.2537246
33099,-1.6423591
33100,-15.723764
33101,-6.214209
33102,17.977617
33103,43.00376
33104,162.94366
33105,355.15204
33106,475.96317
33107,542.6141
33108,575.73865
33109,575.92706
33110,479.69138
33111,359.28204
33112,274.71332
33113,40.1939
33114,42.67722
33115,-16.674126
33116,-17.059853
33117,-12.677437
33118,4.420181
33119,19.708624
33120,-1.5694469
33121,2.4040084
33122,0.35412532
33123,0.34686267
33124,-84.2735
33125,4.6564913
33126,37.432766
33127,133.58665
33128,377.78528
33129,447.99405
33130,536.40686
33131,698.8829
33132,702.4144
33133,511.50458
33134,389.94128
33135,344.07245
33136,161.27733
33137,26.522684
33138,-7.781231
33139,14.538616
33140,4.4551506
33141,-15.79923
33142,-3.2829058
33143,0.49189746
33144,-24.13883
33145,1.6606544
33146,9.999711
33147,-0.47422835
33148,0.5199803
33149,7.2145734
33150,36.601395
33151,183.08269
33152,380.35553
33153,444.78033
33154,645.9162
33155,644.25134
33156,699.9045
33157,447.41104
33158,315.77954
33159,187.55399
33160,68.57291
33161,26.343233
33162,-8.150181
33163,-8.669128
33164,0.2774229
33165,-11.747553
33166,-9.055704
33167,6.571053
33168,19.727648
33169,7.7632146
33170,5.1841288
33171,-4.2786427
33172,-0.51235616
33173,3.0097969
33174,24.334177
33175,153.96176
33176,419.73184
33177,391.56784
33178,552.2668
33179,534.266
33180,567.3184
33181,512.15814
33182,346.34988
33183,293.36237
33184,69.44313
33185,43.72166
33186,6.453129
33187,12.397313
33188,7.8748116
33189,14.166451
33190,19.631662
33191,13.081813
33192,15.395854
33193,12.119845
33194,4.980628
33195,12.22498
33196,-0.8798735
33197,3.2303014
33198,36.245335
33199,171.05685
33200,370.34875
33201,424.0963
33202,514.92126
33203,575.35535
33204,601.7336
33205,464.94632
33206,376.3889
33207,282.42734
33208,95.40091
33209,14.071952
33210,-6.7818084
33211,5.405405
33212,-0.61309755
33213,-1.4028245
33214,-0.2638625
33215,-1.5848142
33216,2.72764
33217,-1.2007817
33218,11.839265
33219,21.953459
33220,6.6379313
33221,31.472439
33222,35.449806
33223,130.41612
33224,332.19995
33225,380.8476
33226,484.79507
33227,585.09094
33228,577.0961
33229,459.67465
33230,302.05624
33231,252.50385
33232,57.046772
33233,5.534731
33234,-11.423914
33235,-7.619483
33236,-18.797989
33237,-4.039833
33238,-1.5731273
33239,-1.5445653
33240,-4.657805
33241,10.357921
33242,-0.79646087
33243,1.6480784
33244,-5.6426163
33245,0.1143688
33246,17.45652
33247,157.18324
33248,400.36652
33249,515.07855
33250,521.1049
33251,632.9661
33252,653.7072
33253,520.29553
33254,419.90427
33255,351.10605
33256,153.51994
33257,12.69103
33258,-8.652543
33259,-3.4934967
33260,2.8995292
33261,-4.7740293
33262,-7.168052
33263,1.3039292
33264,0.77289116
33265,8.501989
33266,16.600775
33267,12.972752
33268,13.724819
33269,16.107624
33270,36.416225
33271,161.85428
33272,352.6494
33273,464.46265
33274,584.58136
33275,672.0402
33276,697.3822
33277,540.1986
33278,406.18948
33279,304.81387
33280,97.47238
33281,12.8890295
33282,4.4484205
33283,13.630751
33284,15.086346
33285,0.59831905
33286,-7.164911
33287,3.5901082
33288,16.406466
33289,26.167786
33290,25.756433
33291,16.422615
33292,22.654638
33293,17.610176
33294,20.271175
33295,70.85611
33296,231.21866
33297,380.60953
33298,489.78366
33299,565.3316
33300,563.7382
33301,474.54007
33302,336.2025
33303,218.14496
33304,34.456005
33305,-24.582783
33306,-26.175148
33307,-33.802525
33308,-41.702232
33309,-38.880653
33310,-29.9584
33311,7.7878013
33312,22.878727
33313,21.648539
33314,15.439032
33315,21.237185
33316,20.991377
33317,19.535969
33318,16.398813
33319,57.859303
33320,222.00568
33321,389.5656
33322,531.7268
33323,581.27673
33324,586.7203
33325,500.74197
33326,352.109
33327,186.96956
33328,69.01155
33329,7.210524
33330,-16.34124
33331,-15.7301235
33332,-25.302853
33333,19.025358
33334,35.138
33335,-5.6573443
33336,-5.577906
33337,-28.425205
33338,-18.21056
33339,-3.191039
33340,5.9706683
33341,2.6559954
33342,32.41489
33343,82.8953
33344,271.37256
33345,433.27515
33346,524.1616
33347,567.61804
33348,574.83044
33349,491.6325
33350,447.22437
33351,203.24617
33352,68.025986
33353,-6.595904
33354,-13.473871
33355,-10.60903
33356,-35.40241
33357,-23.333021
33358,-20.379396
33359,-3.7252986
33360,-1.6625613
33361,-6.9279237
33362,-3.36116
33363,-60.696735
33364,47.015186
33365,53.327045
33366,49.46957
33367,58.506035
33368,155.01292
33369,313.83337
33370,536.8947
33371,389.44345
33372,521.7024
33373,435.2358
33374,298.18243
33375,140.58788
33376,87.17385
33377,-20.592182
33378,9.515445
33379,-35.37863
33380,-45.297535
33381,-8.117683
33382,6.698587
33383,-1.909769
33384,1.1551826
33385,-6.936285
33386,-15.80413
33387,-29.113308
33388,-21.581997
33389,-21.124884
33390,-15.843076
33391,7.4240584
33392,298.24643
33393,476.41962
33394,444.77206
33395,568.9233
33396,604.0763
33397,618.3764
33398,439.97495
33399,308.0426
33400,66.27207
33401,-19.687744
33402,25.95871
33403,14.255353
33404,13.592686
33405,2.6247911
33406,-1.0240182
33407,-5.4954185
33408,-5.185305
33409,-18.816786
33410,6.762726
33411,-8.02588
33412,84.11523
33413,191.54413
33414,92.89269
33415,112.55129
33416,324.49222
33417,444.79782
33418,702.8399
33419,670.3442
33420,653.33124
33421,637.1117
33422,436.08282
33423,198.27087
33424,87.894226
33425,9.620053
33426,5.1279473
33427,6.9507136
33428,28.991407
33429,22.530064
33430,-4.0656953
33431,-3.202084
33432,-2.8167903
33433,-1.9095274
33434,-3.2558165
33435,-1.6347957
33436,-0.31930476
33437,-0.70979726
33438,-2.5916045
33439,40.047253
33440,185.31912
33441,469.10962
33442,531.82947
33443,529.29
33444,557.8478
33445,518.39307
33446,413.92224
33447,261.61127
33448,139.67323
33449,9.972376
33450,2.3744972
33451,2.2578015
33452,5.3816743
33453,16.863346
33454,2.7298315
33455,-1.1134151
33456,-2.7159479
33457,-2.53719
33458,-0.9066185
33459,-1.3459053
33460,-4.6556373
33461,3.9525597
33462,-2.658673
33463,29.89552
33464,245.43964
33465,435.8665
33466,555.69244
33467,570.3446
33468,601.74365
33469,562.6397
33470,391.97543
33471,286.32568
33472,105.953224
33473,-3.1300032
33474,0.59846985
33475,6.4969397
33476,9.330641
33477,1.0867623
33478,0.39512596
33479,-3.655473
33480,-3.0926833
33481,-5.1987424
33482,-5.636507
33483,-3.7622488
33484,0.006047085
33485,-1.6404539
33486,4.7196345
33487,20.64158
33488,132.26872
33489,448.04416
33490,307.6778
33491,349.7633
33492,508.6362
33493,400.1966
33494,263.97006
33495,125.29022
33496,65.100296
33497,16.267971
33498,6.0597873
33499,0.19993876
33500,9.559313
33501,-4.315353
33502,3.0832806
33503,-5.626249
33504,11.881016
33505,9.2399645
33506,1.0185755
33507,1.736137
33508,18.535648
33509,7.2756143
33510,46.849056
33511,99.25739
33512,302.24933
33513,498.95563
33514,527.9237
33515,600.5731
33516,578.73956
33517,520.3299
33518,428.59845
33519,172.85806
33520,67.342865
33521,6.6416326
33522,-7.428116
33523,5.3442354
33524,-8.716845
33525,3.6491635
33526,-0.65052986
33527,-3.2818227
33528,-9.624833
33529,1.4446234
33530,-0.4230633
33531,-8.42079
33532,-0.56552947
33533,-3.1777835
33534,8.84507
33535,81.11804
33536,332.51196
33537,455.4054
33538,610.9445
33539,593.9088
33540,502.90125
33541,523.36273
33542,440.02457
33543,347.97455
33544,153.1048
33545,12.907671
33546,12.027049
33547,31.991602
33548,3.7334235
33549,16.591967
33550,12.183509
33551,11.270956
33552,-5.9610653
33553,0.063670635
33554,-1.605617
33555,-4.521631
33556,-4.808457
33557,-2.5838785
33558,4.8113217
33559,134.47673
33560,285.34213
33561,516.9313
33562,632.3467
33563,666.4316
33564,652.8194
33565,531.43097
33566,441.1062
33567,268.2024
33568,143.4874
33569,36.543495
33570,11.952829
33571,-2.0658333
33572,-9.0181265
33573,-7.9969034
33574,-14.706249
33575,0.057565242
33576,11.951583
33577,-1.5445913
33578,3.8482034
33579,49.155437
33580,40.184128
33581,-1.0241694
33582,1.7787062
33583,62.596333
33584,233.36578
33585,445.91623
33586,622.02625
33587,661.6157
33588,644.6058
33589,590.3462
33590,359.8645
33591,218.46164
33592,78.84096
33593,4.5377817
33594,1.8581382
33595,-10.943886
33596,3.9395869
33597,7.8003087
33598,17.287817
33599,-2.6583202
33600,1.4929601
33601,3.7206953
33602,2.0999444
33603,-0.58500266
33604,5.238312
33605,2.2234635
33606,62.808155
33607,78.50929
33608,303.0858
33609,412.55322
33610,611.2504
33611,632.7865
33612,564.3437
33613,430.5996
33614,359.76962
33615,215.14482
33616,71.396286
33617,33.509007
33618,37.615562
33619,41.83222
33620,25.072292
33621,35.492325
33622,19.896997
33623,12.447211
33624,20.09109
33625,17.109432
33626,5.8255057
33627,11.28632
33628,-1.1751026
33629,-28.969511
33630,54.29609
33631,66.5099
33632,167.04247
33633,144.09401
33634,209.37128
33635,227.16505
33636,258.07333
33637,251.90775
33638,151.82942
33639,113.26819
33640,53.248478
33641,-23.945736
33642,-2.1047304
33643,-8.391151
33644,38.126095
33645,1.9585617
33646,3.599297
33647,-1.009262
33648,-2.8781462
33649,-7.5126696
33650,-4.301741
33651,-9.654445
33652,-7.343272
33653,-5.791879
33654,0.2453138
33655,93.58199
33656,271.37054
33657,491.0056
33658,593.2611
33659,637.6339
33660,607.836
33661,502.87015
33662,382.3421
33663,197.68044
33664,58.033783
33665,8.992226
33666,3.4244745
33667,-2.9383547
33668,0.3398857
33669,0.913435
33670,0.47105455
33671,-3.001883
33672,-1.9397126
33673,-2.3860438
33674,-2.8238084
33675,-2.3774774
33676,-3.138661
33677,5.6871667
33678,11.770925
33679,95.426575
33680,218.91707
33681,459.8169
33682,559.1557
33683,589.80804
33684,605.8186
33685,462.79907
33686,327.72385
33687,151.26082
33688,24.397667
33689,6.079158
33690,4.2503943
33691,2.5537422
33692,-9.626944
33693,-4.0025454
33694,0.8705152
33695,-1.90834
33696,0.597867
33697,-0.8803325
33698,-1.8687075
33699,7.092463
33700,34.282944
33701,42.885754
33702,9.279062
33703,66.21775
33704,244.01515
33705,425.59055
33706,514.1793
33707,590.3987
33708,575.1824
33709,463.22577
33710,324.36258
33711,200.65974
33712,57.85882
33713,10.911972
33714,8.530445
33715,6.3596797
33716,3.8607621
33717,1.7855281
33718,3.6017163
33719,2.7261913
33720,3.998065
33721,0.38497627
33722,0.8526324
33723,-17.672855
33724,1.04005
33725,-0.60719943
33726,17.774313
33727,78.82592
33728,333.66336
33729,597.9635
33730,594.5647
33731,598.93335
33732,592.5233
33733,571.49963
33734,450.97913
33735,288.1819
33736,154.71536
33737,22.865023
33738,18.138926
33739,14.899636
33740,12.154842
33741,14.67834
33742,20.716053
33743,-0.068235666
33744,-10.79108
33745,-3.0807233
33746,-1.4511148
33747,31.190792
33748,32.14805
33749,41.625076
33750,58.5604
33751,97.46473
33752,237.29404
33753,448.26227
33754,537.1544
33755,575.9591
33756,610.5998
33757,507.2209
33758,357.25525
33759,260.1842
33760,115.70646
33761,8.400184
33762,-7.450256
33763,-9.844948
33764,-7.6439314
33765,-5.0093036
33766,0.7816012
33767,22.670975
33768,-5.9229426
33769,15.614415
33770,12.085733
33771,6.8531985
33772,-5.5470333
33773,0.7064276
33774,8.389918
33775,93.67762
33776,251.51732
33777,444.9851
33778,574.6142
33779,569.5575
33780,580.9923
33781,475.57053
33782,340.97177
33783,199.984
33784,75.24674
33785,-10.936407
33786,-16.426037
33787,-23.809078
33788,-9.552967
33789,-6.520613
33790,-19.554388
33791,6.5996947
33792,3.8579147
33793,2.430819
33794,0.4421102
33795,2.0725594
33796,1.4749054
33797,3.3817596
33798,4.316445
33799,78.376526
33800,236.38121
33801,451.55008
33802,532.8661
33803,594.6412
33804,564.6365
33805,530.75055
33806,329.47675
33807,206.42621
33808,112.83726
33809,1.9193276
33810,-14.288349
33811,-1.9072553
33812,-14.728774
33813,-9.785184
33814,-5.475929
33815,2.1358771
33816,-1.6568452
33817,7.629254
33818,0.7186748
33819,4.03145
33820,-7.13792
33821,-8.607409
33822,3.280065
33823,61.269123
33824,212.28111
33825,414.6193
33826,551.34143
33827,569.11426
33828,545.5358
33829,500.55994
33830,348.11533
33831,178.51552
33832,78.47724
33833,6.427972
33834,-0.889006
33835,4.5779986
33836,-27.911558
33837,-15.891669
33838,-9.956892
33839,4.2880764
33840,5.62362
33841,7.045343
33842,7.0344434
33843,3.5810213
33844,6.880239
33845,6.910525
33846,14.013311
33847,81.5572
33848,188.96007
33849,450.2524
33850,543.9488
33851,580.27826
33852,591.3894
33853,489.07013
33854,411.8302
33855,214.57603
33856,114.723274
33857,8.165733
33858,1.6110312
33859,7.9694486
33860,1.4096717
33861,1.4096717
33862,-1.073376
33863,0.3081102
33864,0.91868186
33865,-1.2245973
33866,0.25437805
33867,0.6740495
33868,-1.4420696
33869,-1.3763852
33870,1.6453456
33871,50.96644
33872,252.03496
33873,490.00363
33874,594.6764
33875,626.82117
33876,619.20526
33877,524.60254
33878,379.98718
33879,238.16936
33880,93.96839
33881,1.9150082
33882,-24.53652
33883,-0.7281216
33884,-21.362938
33885,-7.8777456
33886,-17.430979
33887,1.5197618
33888,-0.9162157
33889,-0.6880205
33890,2.277174
33891,-10.824813
33892,7.7303843
33893,-13.380327
33894,7.206906
33895,75.71114
33896,210.93816
33897,480.92194
33898,549.8508
33899,578.9126
33900,685.468
33901,605.16425
33902,496.01367
33903,241.59181
33904,151.02466
33905,-3.880465
33906,14.661922
33907,-6.3852673
33908,-11.3567705
33909,3.38577
33910,-11.466618
33911,-3.4684794
33912,-1.9247199
33913,-5.875588
33914,-4.493948
33915,-3.5522025
33916,11.965719
33917,-5.9489727
33918,-5.23758
33919,18.842823
33920,256.09634
33921,374.63452
33922,520.3621
33923,495.37976
33924,488.038
33925,534.3628
33926,324.5911
33927,217.17029
33928,145.75916
33929,34.17314
33930,9.533285
33931,8.918467
33932,10.370625
33933,32.353527
33934,7.428053
33935,-2.7378035
33936,-4.0670733
33937,-3.5463588
33938,-2.1079679
33939,-2.0153232
33940,-2.7918985
33941,-1.9948747
33942,4.4916472
33943,0.06858829
33944,174.52382
33945,465.39362
33946,515.70374
33947,560.4555
33948,623.17554
33949,496.7571
33950,361.4526
33951,210.63211
33952,164.72905
33953,4.7819014
33954,-1.1849978
33955,-6.6812725
33956,-7.759155
33957,-3.2113295
33958,-2.7948818
33959,-0.715611
33960,3.0153635
33961,-0.18024737
33962,1.5071514
33963,0.6205244
33964,0.17193589
33965,36.71406
33966,39.90705
33967,58.62229
33968,243.22478
33969,436.9768
33970,598.34564
33971,582.26697
33972,569.7004
33973,553.5517
33974,415.9578
33975,232.59607
33976,122.34561
33977,3.0933886
33978,14.186096
33979,4.9447045
33980,29.212791
33981,14.70747
33982,5.218278
33983,10.225571
33984,166.77676
33985,156.40283
33986,164.94089
33987,79.82396
33988,177.98601
33989,156.76288
33990,133.31691
33991,204.22897
33992,177.26648
33993,421.52774
33994,461.5143
33995,618.93896
33996,472.72025
33997,418.75327
33998,404.5466
33999,226.17625
34000,86.54363
34001,47.44762
34002,2.1817453
34003,12.309508
34004,-3.7755256
34005,8.118042
34006,1.6294334
34007,-10.900099
34008,-17.476538
34009,-14.270946
34010,-19.361502
34011,-14.542382
34012,-5.202798
34013,6.1068535
34014,4.0595837
34015,-22.175983
34016,113.45168
34017,247.63893
34018,288.4456
34019,286.5044
34020,350.77615
34021,107.681625
34022,89.229294
34023,145.30385
34024,25.80471
34025,30.700644
34026,-7.7336397
34027,-29.516453
34028,-10.920253
34029,-30.523422
34030,6.311723
34031,0.64213884
34032,-6.4374595
34033,6.9555287
34034,-5.9182296
34035,6.910686
