,cabildo
20887,966.77026
20888,802.7342
20889,712.4404
20890,463.1692
20891,142.83301
20892,72.61986
20893,24.831026
20894,33.816467
20895,48.319805
20896,69.81241
20897,39.945328
20898,13.259071
20899,20.268724
20900,11.392881
20901,15.693036
20902,24.175253
20903,15.639343
20904,-2.919815
20905,310.08347
20906,524.33563
20907,806.5436
20908,1000.41766
20909,1017.1859
20910,941.6829
20911,837.73444
20912,833.16455
20913,691.8464
20914,481.07217
20915,122.66956
20916,79.07711
20917,36.862663
20918,62.050716
20919,9.311775
20920,6.9044867
20921,53.068413
20922,55.911064
20923,11.944055
20924,17.067883
20925,20.231695
20926,9.02081
20927,38.692772
20928,138.67606
20929,309.43176
20930,601.70825
20931,836.86835
20932,952.56775
20933,792.6746
20934,894.42773
20935,936.11316
20936,790.9328
20937,724.477
20938,457.34448
20939,120.72645
20940,20.232498
20941,29.161592
20942,-15.461813
20943,39.854984
20944,16.150307
20945,17.086845
20946,19.592857
20947,34.73145
20948,60.462822
20949,20.385555
20950,43.751453
20951,64.59903
20952,77.96543
20953,237.68457
20954,599.837
20955,837.5962
20956,936.59143
20957,988.9631
20958,1015.58514
20959,900.7369
20960,771.76483
20961,727.01404
20962,445.8495
20963,84.407646
20964,15.515993
20965,22.11217
20966,33.288902
20967,21.13879
20968,34.085278
20969,27.612692
20970,22.728485
20971,14.880664
20972,28.913206
20973,25.046627
20974,51.103565
20975,45.33371
20976,124.78098
20977,261.73743
20978,599.53143
20979,884.472
20980,981.03503
20981,985.02997
20982,961.35333
20983,930.9817
20984,817.4243
20985,680.38104
20986,497.7033
20987,157.41566
20988,87.67461
20989,43.736637
20990,53.781246
20991,25.154442
20992,3.1856933
20993,76.442825
20994,19.786936
20995,202.78801
20996,166.69092
20997,160.45944
20998,158.01468
20999,41.719936
21000,183.65974
21001,366.2936
21002,510.30655
21003,791.1245
21004,979.14386
21005,1109.3848
21006,1060.424
21007,915.34393
21008,758.0973
21009,522.1021
21010,344.24045
21011,-0.6009482
21012,-55.952732
21013,-165.18205
21014,-132.1017
21015,-135.24944
21016,-44.669044
21017,-2.7204103
21018,-1.2001089
21019,33.54267
21020,41.494446
21021,57.456627
21022,59.251144
21023,84.56938
21024,117.064186
21025,281.2
21026,618.2312
21027,792.6874
21028,938.73425
21029,919.56335
21030,1031.6301
21031,939.14606
21032,853.5688
21033,702.21515
21034,514.3052
21035,169.76163
21036,93.74097
21037,44.000206
21038,54.210487
21039,17.046837
21040,35.94886
21041,5.012625
21042,15.114484
21043,47.703304
21044,50.262672
21045,59.143158
21046,61.455772
21047,76.107155
21048,161.21494
21049,277.18512
21050,593.94824
21051,821.50824
21052,997.51953
21053,1002.3111
21054,1126.3143
21055,976.27295
21056,867.03357
21057,697.26483
21058,516.41077
21059,151.9623
21060,87.44473
21061,68.633255
21062,47.771637
21063,42.22265
21064,64.23271
21065,-2.894257
21066,22.751478
21067,17.775
21068,23.230028
21069,-16.077179
21070,21.908724
21071,44.642136
21072,107.01903
21073,277.77017
21074,598.3354
21075,812.0207
21076,938.71454
21077,934.5985
21078,791.3639
21079,778.436
21080,700.62897
21081,452.63092
21082,108.477646
21083,46.541702
21084,13.835787
21085,108.004364
21086,98.6118
21087,78.14823
21088,14.18343
21089,40.39762
21090,54.989563
21091,52.538998
21092,-30.262651
21093,68.379295
21094,62.80362
21095,190.67995
21096,389.51825
21097,688.2327
21098,826.1619
21099,952.547
21100,1041.9628
21101,1097.5199
21102,691.18756
21103,635.7998
21104,723.8982
21105,511.61258
21106,189.32542
21107,122.33485
21108,53.51702
21109,83.71284
21110,29.581564
21111,16.204987
21112,-9.451367
21113,34.824993
21114,35.99861
21115,11.07096
21116,94.99357
21117,85.36826
21118,249.88452
21119,614.56445
21120,843.8145
21121,968.95013
21122,984.7188
21123,975.23126
21124,920.616
21125,851.0439
21126,636.3459
21127,502.75076
21128,172.48096
21129,96.93419
21130,71.106705
21131,45.60565
21132,50.652607
21133,50.071873
21134,21.903194
21135,18.123745
21136,-12.228508
21137,78.66967
21138,57.744053
21139,23.8911
21140,33.72951
21141,79.82338
21142,315.29956
21143,570.81256
21144,851.3496
21145,951.6497
21146,938.892
21147,1017.728
21148,818.513
21149,742.8478
21150,606.8112
21151,446.6607
21152,144.98781
21153,66.20832
21154,37.159496
21155,20.770258
21156,46.445835
21157,-1.5569147
21158,45.99679
21159,29.191751
21160,125.081856
21161,32.2952
21162,45.971462
21163,46.421516
21164,50.940865
21165,200.85295
21166,256.14047
21167,552.995
21168,798.1398
21169,886.128
21170,889.7857
21171,857.55896
21172,809.43176
21173,737.4584
21174,591.64795
21175,456.1468
21176,105.67308
21177,65.27111
21178,45.672497
21179,39.892532
21180,64.25223
21181,60.187336
21182,23.468946
21183,16.85129
21184,49.394817
21185,54.322083
21186,-2.2005377
21187,48.27751
21188,61.908775
21189,103.468765
21190,221.10844
21191,563.66437
21192,840.34204
21193,908.53436
21194,926.10706
21195,918.95087
21196,883.9544
21197,741.5933
21198,661.4164
21199,422.86472
21200,136.99315
21201,43.3702
21202,25.124815
21203,85.6536
21204,15.160238
21205,49.254696
21206,38.17163
21207,17.048193
21208,54.507748
21209,21.114466
21210,49.034206
21211,91.32239
21212,111.457985
21213,118.17957
21214,362.3817
21215,686.156
21216,778.7001
21217,808.6075
21218,991.4213
21219,947.70984
21220,859.6108
21221,802.3615
21222,662.4799
21223,474.871
21224,149.71666
21225,6.38296
21226,33.056545
21227,61.909473
21228,55.303883
21229,24.79884
21230,53.038948
21231,41.558376
21232,38.435932
21233,15.653394
21234,13.983267
21235,66.85478
21236,84.27375
21237,110.09079
21238,244.63365
21239,685.79
21240,876.8332
21241,972.42706
21242,807.68085
21243,904.62604
21244,912.35657
21245,757.1006
21246,640.5589
21247,477.00925
21248,67.96524
21249,53.09753
21250,80.36153
21251,41.44359
21252,20.886768
21253,84.22198
21254,42.196808
21255,54.51854
21256,47.879967
21257,28.323805
21258,51.36895
21259,31.97038
21260,42.135033
21261,130.44807
21262,254.58603
21263,464.32486
21264,741.9344
21265,989.81805
21266,1052.6965
21267,917.1644
21268,871.47064
21269,841.6242
21270,711.60657
21271,442.58356
21272,141.0118
21273,60.7682
21274,52.141586
21275,40.646084
21276,23.398722
21277,59.44985
21278,17.239876
21279,42.793343
21280,27.827932
21281,34.3605
21282,53.320602
21283,20.279861
21284,94.586174
21285,236.69856
21286,642.3693
21287,822.3898
21288,914.1968
21289,886.12787
21290,970.33575
21291,831.3819
21292,749.7964
21293,728.4255
21294,496.3486
21295,112.28952
21296,86.71136
21297,79.03523
21298,38.55449
21299,31.151577
21300,105.084175
21301,40.318817
21302,32.28627
21303,33.346848
21304,32.637367
21305,-13.253582
21306,64.90288
21307,339.13547
21308,586.53284
21309,885.1985
21310,961.7826
21311,990.5617
21312,1019.86707
21313,885.9369
21314,765.95905
21315,731.3871
21316,520.993
21317,138.75334
21318,51.475353
21319,23.891708
21320,57.17287
21321,26.90179
21322,15.766983
21323,40.3235
21324,-4.7704277
21325,52.479286
21326,21.116678
21327,21.57954
21328,22.192331
21329,28.246477
21330,78.12515
21331,272.10043
21332,683.9395
21333,854.497
21334,976.6736
21335,991.1823
21336,1057.3257
21337,923.40204
21338,858.2576
21339,663.0666
21340,466.12173
21341,130.70259
21342,81.68648
21343,36.871346
21344,19.120567
21345,90.414635
21346,24.8167
21347,54.148945
21348,64.423676
21349,39.061756
21350,45.16416
21351,32.03456
21352,25.76489
21353,46.965126
21354,83.47505
21355,300.1324
21356,554.87775
21357,864.8038
21358,974.7953
21359,939.65924
21360,888.28107
21361,971.9143
21362,621.7202
21363,589.6536
21364,359.77057
21365,122.00922
21366,-44.025013
21367,-35.334637
21368,-57.91692
21369,-93.217545
21370,-22.466606
21371,127.92035
21372,176.02486
21373,126.41789
21374,217.79065
21375,253.18431
21376,123.36111
21377,166.91484
21378,183.36902
21379,271.01212
21380,585.70465
21381,800.0263
21382,952.97034
21383,949.47766
21384,919.5975
21385,897.08484
21386,808.5737
21387,666.126
21388,462.82605
21389,262.5928
21390,107.63429
21391,-90.4501
21392,20.063942
21393,22.177973
21394,-32.548214
21395,73.429146
21396,140.73074
21397,131.89978
21398,158.11826
21399,91.143005
21400,38.861813
21401,157.7684
21402,232.1568
21403,222.53848
21404,633.1879
21405,806.92755
21406,921.2446
21407,1007.4081
21408,1019.86597
21409,913.257
21410,761.5697
21411,602.9502
21412,476.00156
21413,47.721672
21414,53.119957
21415,72.9349
21416,23.276218
21417,55.45792
21418,54.312885
21419,18.589483
21420,27.08099
21421,32.245674
21422,56.18468
21423,57.993813
21424,58.69777
21425,70.246376
21426,141.05815
21427,262.93967
21428,657.3443
21429,954.4842
21430,994.185
21431,978.0479
21432,1001.9914
21433,746.6941
21434,702.0441
21435,666.84
21436,487.10464
21437,115.32149
21438,80.13474
21439,50.211227
21440,65.42051
21441,44.989666
21442,81.077
21443,32.422493
21444,31.804087
21445,24.17526
21446,67.39906
21447,24.90462
21448,32.39053
21449,52.63313
21450,101.58438
21451,278.00436
21452,557.3573
21453,855.9581
21454,1021.31647
21455,1001.7579
21456,1025.3346
21457,968.79083
21458,817.2902
21459,678.251
21460,385.49878
21461,141.4066
21462,58.614685
21463,51.619156
21464,37.655838
21465,58.01284
21466,48.85929
21467,52.050842
21468,35.275055
21469,25.201963
21470,46.549946
21471,34.847664
21472,30.928602
21473,47.51601
21474,106.99128
21475,357.11942
21476,518.98486
21477,800.66516
21478,946.5598
21479,958.31793
21480,961.4451
21481,706.48425
21482,604.6772
21483,690.34186
21484,469.38504
21485,117.795685
21486,38.543076
21487,44.179066
21488,51.332767
21489,23.648237
21490,45.07411
21491,36.70823
21492,47.778507
21493,32.54739
21494,43.23159
21495,46.89599
21496,26.504227
21497,24.823355
21498,117.53366
21499,299.51205
21500,585.3697
21501,819.0011
21502,991.3174
21503,965.7681
21504,880.11316
21505,800.2009
21506,797.9081
21507,697.96356
21508,457.0128
21509,123.8187
21510,67.90014
21511,87.51597
21512,43.278915
21513,39.225983
21514,37.906
21515,50.439106
21516,31.046432
21517,35.74136
21518,42.04176
21519,49.362026
21520,41.161045
21521,69.53642
21522,155.30301
21523,240.50276
21524,646.124
21525,849.1434
21526,1015.3083
21527,978.0384
21528,1040.9514
21529,988.11847
21530,843.10364
21531,737.9655
21532,525.32733
21533,162.01581
21534,70.31883
21535,31.628742
21536,45.87086
21537,48.658127
21538,75.693954
21539,55.540943
21540,8.536115
21541,54.953335
21542,33.3409
21543,15.303128
21544,-17.577007
21545,37.108078
21546,580.1425
21547,917.3855
21548,997.52136
21549,848.4112
21550,821.59503
21551,700.5819
21552,509.6907
21553,158.90639
21554,6.347025
21555,33.120766
21556,57.59736
21557,55.664944
21558,36.93697
21559,2.0325532
21560,35.942097
21561,-32.52757
21562,0.64701664
21563,14.084231
21564,9.966863
21565,22.767199
21566,97.99122
21567,268.82568
21568,629.3587
21569,737.40967
21570,867.3819
21571,810.6777
21572,884.8324
21573,853.497
21574,742.87756
21575,676.63055
21576,472.28528
21577,156.88945
21578,105.01707
21579,51.678936
21580,52.507397
21581,44.912373
21582,53.598724
21583,-5.923573
21584,-20.019547
21585,20.225325
21586,6.092118
21587,-19.722391
21588,11.618814
21589,47.354282
21590,122.96549
21591,295.95248
21592,615.45605
21593,773.8435
21594,942.25085
21595,976.0201
21596,936.3583
21597,875.1794
21598,767.42676
21599,507.71225
21600,48.23712
21601,29.816257
21602,31.57902
21603,30.70053
21604,19.534548
21605,46.811344
21606,71.11059
21607,263.58032
21608,572.73706
21609,717.819
21610,30.676376
21611,14.158838
21612,15.889692
21613,-0.24804837
21614,2.6332493
21615,25.042976
21616,32.00367
21617,7.8208447
21618,20.384083
21619,49.06074
21620,339.36203
21621,637.56396
21622,721.01575
21623,892.68146
21624,1033.6238
21625,958.6901
21626,910.0648
21627,806.04425
21628,725.9317
21629,485.41064
21630,125.48052
21631,26.15601
21632,29.33172
21633,74.31068
21634,59.480953
21635,28.105087
21636,45.452053
21637,20.830341
21638,35.79466
21639,12.366304
21640,24.08681
21641,129.57652
21642,128.41666
21643,122.49302
21644,339.42117
21645,573.03516
21646,741.3598
21647,911.20996
21648,990.5551
21649,990.81946
21650,820.2605
21651,779.1112
21652,693.20654
21653,493.58344
21654,149.82002
21655,98.375595
21656,69.40681
21657,55.36539
21658,52.79782
21659,41.48976
21660,12.464808
21661,1.2328197
21662,8.6825
21663,16.707611
21664,-1.3206979
21665,-6.86307
21666,109.28647
21667,93.694374
21668,281.33182
21669,528.3125
21670,752.08997
21671,940.8242
21672,991.7874
21673,957.4022
21674,913.48944
21675,801.03424
21676,326.492
21677,506.82425
21678,864.1496
21679,913.3323
21680,987.1462
21681,997.15857
21682,898.8324
21683,672.0328
21684,677.52893
21685,446.77426
21686,123.5868
21687,62.140354
21688,31.537447
21689,59.584423
21690,29.104092
21691,53.01294
21692,16.535753
21693,58.07548
21694,24.689806
21695,52.05822
21696,58.339252
21697,35.524605
21698,41.633938
21699,73.259575
21700,266.86423
21701,599.553
21702,726.7514
21703,855.58014
21704,929.5145
21705,961.0935
21706,896.319
21707,807.7894
21708,640.5279
21709,494.7927
21710,149.90503
21711,79.00614
21712,87.20912
21713,72.552444
21714,59.793644
21715,58.572296
21716,30.617737
21717,45.1584
21718,23.308388
21719,35.34172
21720,40.10956
21721,55.1437
21722,60.699074
21723,338.63214
21724,618.5444
21725,778.9267
21726,884.12573
21727,979.55927
21728,1020.4284
21729,900.9553
21730,794.52545
21731,604.5913
21732,490.13757
21733,94.696915
21734,61.420097
21735,34.54219
21736,22.25317
21737,43.854202
21738,27.17711
21739,-2.7449968
21740,22.484673
21741,-2.6471984
21742,16.662235
21743,-15.107418
21744,-2.2051227
21745,55.468414
21746,33.094917
21747,275.3541
21748,544.669
21749,744.7609
21750,849.47723
21751,970.1245
21752,996.5501
21753,919.34094
21754,608.1028
21755,618.7667
21756,450.1074
21757,92.18185
21758,66.68733
21759,38.000435
21760,46.49926
21761,58.47332
21762,21.817842
21763,29.159008
21764,11.657515
21765,30.061813
21766,17.077719
21767,36.008667
21768,13.231256
21769,32.85475
21770,65.92874
21771,956.6706
21772,875.3266
21773,851.3541
21774,675.0027
21775,472.93857
21776,156.86575
21777,115.6893
21778,41.675785
21779,49.820076
21780,54.07134
21781,35.260403
21782,28.901638
21783,39.772865
21784,20.068674
21785,34.649162
21786,39.988476
21787,34.788303
21788,50.98247
21789,48.42305
21790,285.11124
21791,537.3656
21792,768.04224
21793,995.3369
21794,1026.1918
21795,923.8499
21796,857.4766
21797,769.44507
21798,615.8126
21799,389.41547
21800,124.313515
21801,84.46112
21802,-10.1333885
21803,40.017002
21804,58.156452
21805,39.273945
21806,17.36939
21807,2.0816946
21808,-3.9737144
21809,13.858712
21810,13.218087
21811,-10.5809555
21812,-27.060093
21813,63.118027
21814,248.36493
21815,557.71423
21816,754.33356
21817,918.74194
21818,981.30237
21819,894.73035
21820,877.83673
21821,796.99365
21822,695.95636
21823,509.092
21824,121.861534
21825,78.35005
21826,82.66956
21827,21.320215
21828,-1.9829177
21829,7.592705
21830,-16.00344
21831,1.8080328
21832,-1.3265402
21833,15.994585
21834,-1.7516061
21835,22.878601
21836,20.253048
21837,59.645855
21838,241.0599
21839,579.7747
21840,751.1931
21841,860.5939
21842,869.7582
21843,941.98157
21844,864.22327
21845,749.9908
21846,700.15247
21847,511.06577
21848,133.46275
21849,45.309826
21850,60.178196
21851,2.7550297
21852,-14.855265
21853,25.71192
21854,32.21495
21855,50.145203
21856,4.2582545
21857,2.8274012
21858,49.50875
21859,305.39413
21860,605.3944
21861,799.87384
21862,988.97375
21863,1028.4222
21864,1025.6436
21865,966.3441
21866,827.17645
21867,670.347
21868,553.34174
21869,195.69681
21870,5.2399898
21871,78.37857
21872,100.120926
21873,30.247997
21874,98.87393
21875,36.930706
21876,35.08858
21877,35.524242
21878,54.578724
21879,-6.2726197
21880,15.627213
21881,15.220236
21882,94.26764
21883,252.0548
21884,606.1881
21885,729.6185
21886,920.02374
21887,940.2239
21888,948.11224
21889,912.4267
21890,836.97296
21891,706.50726
21892,495.7361
21893,165.6848
21894,118.770515
21895,59.77435
21896,66.067055
21897,72.29685
21898,55.719353
21899,17.479471
21900,24.23483
21901,32.349728
21902,17.025843
21903,18.800423
21904,7.7998705
21905,22.370329
21906,75.46898
21907,211.63292
21908,598.02673
21909,721.4601
21910,1051.0582
21911,1013.7614
21912,1024.7924
21913,895.2137
21914,755.593
21915,517.22705
21916,377.74667
21917,54.199688
21918,46.158897
21919,3.49833
21920,5.1255164
21921,6.028332
21922,55.004242
21923,2.705899
21924,-43.20463
21925,-2.5452838
21926,-7.499976
21927,41.708195
21928,36.20866
21929,52.617146
21930,82.91767
21931,275.52533
21932,549.42334
21933,859.10144
21934,935.73883
21935,988.3482
21936,1047.5305
21937,871.6149
21938,764.4484
21939,675.53235
21940,545.2457
21941,131.80278
21942,62.12098
21943,50.55463
21944,22.122885
21945,63.763645
21946,33.283703
21947,-67.2173
21948,-1.6418676
21949,4.4120774
21950,5.7990656
21951,59.977573
21952,29.311136
21953,42.768024
21954,60.93769
21955,322.24252
21956,608.31635
21957,788.046
21958,1017.302
21959,974.9646
21960,928.579
21961,915.90594
21962,824.4722
21963,748.2262
21964,469.13168
21965,156.59431
21966,89.3889
21967,52.199566
21968,65.17131
21969,57.50343
21970,20.61466
21971,-28.172356
21972,11.629122
21973,9.69973
21974,20.973265
21975,12.229507
21976,23.189793
21977,79.90453
21978,82.403534
21979,249.65146
21980,608.46515
21981,816.6211
21982,972.24286
21983,982.8678
21984,951.33606
21985,746.0743
21986,770.7954
21987,672.5175
21988,507.153
21989,159.95459
21990,40.0405
21991,56.2738
21992,13.966097
21993,21.180197
21994,10.671222
21995,1.6338456
21996,47.681824
21997,23.896593
21998,22.67384
21999,27.542097
22000,253.28215
22001,504.89362
22002,788.8055
22003,721.2593
22004,94.34347
22005,35.022163
22006,43.001175
22007,24.180971
22008,49.893917
22009,66.38079
22010,12.501545
22011,3.3131895
22012,16.022207
22013,22.56549
22014,22.08814
22015,48.56565
22016,24.57452
22017,57.101925
22018,230.89075
22019,522.44635
22020,763.17633
22021,841.10223
22022,927.1749
22023,919.02844
22024,763.9109
22025,663.08057
22026,542.56854
22027,437.82294
22028,84.206314
22029,42.87883
22030,12.518269
22031,12.729864
22032,-28.061703
22033,34.59547
22034,14.96279
22035,6.38771
22036,4.261524
22037,-1.7927673
22038,24.885452
22039,-4.99108
22040,12.484652
22041,32.423576
22042,282.3093
22043,532.4643
22044,677.2624
22045,810.9255
22046,899.0095
22047,885.81866
22048,766.0459
22049,692.7988
22050,562.39374
22051,417.2701
22052,74.98848
22053,-40.276253
22054,37.70446
22055,42.429077
22056,24.271645
22057,11.363625
22058,-5.3631096
22059,-3.2679524
22060,18.526516
22061,-0.72766125
22062,2.612796
22063,1.9333335
22064,0.96989596
22065,56.10112
22066,248.7657
22067,448.9515
22068,637.997
22069,793.08057
22070,885.6922
22071,954.0276
22072,825.0363
22073,744.1936
22074,612.57104
22075,436.43625
22076,74.88252
22077,-8.269406
22078,-20.163631
22079,-4.8719745
22080,5.3434825
22081,4.1505756
22082,-56.73305
22083,-21.425158
22084,-16.06589
22085,-49.057617
22086,845.1313
22087,926.094
22088,880.173
22089,788.28723
22090,596.6773
22091,443.31866
22092,66.527214
22093,49.657146
22094,71.89581
22095,-1.2813126
22096,43.456223
22097,46.116413
22098,-11.742592
22099,-5.470163
22100,4.5783877
22101,-3.9403343
22102,-4.4832063
22103,-3.5576913
22104,-5.312924
22105,25.524254
22106,254.3952
22107,509.44138
22108,693.7144
22109,893.6517
22110,946.2793
22111,914.7244
22112,862.61
22113,755.3107
22114,618.5225
22115,470.0411
22116,134.18095
22117,49.51222
22118,50.657227
22119,-69.307495
22120,0.40006196
22121,10.406241
22122,-6.0879326
22123,1.2180272
22124,-4.064886
22125,-4.1787305
22126,9.087132
22127,13.464935
22128,1.1808646
22129,25.642883
22130,197.13617
22131,541.4984
22132,704.7899
22133,848.67944
22134,930.0985
22135,856.4727
22136,816.9057
22137,761.8611
22138,634.6937
22139,475.43594
22140,146.03389
22141,62.33884
22142,84.654335
22143,88.13944
22144,-2.2553482
22145,-18.651312
22146,-14.320093
22147,3.7443147
22148,-3.9323835
22149,-3.404553
22150,-15.136272
22151,-0.50610596
22152,2.9961097
22153,61.31504
22154,258.3014
22155,558.0678
22156,723.78784
22157,901.8316
22158,939.0987
22159,920.8261
22160,836.5112
22161,791.18933
22162,641.9579
22163,375.15485
22164,135.49434
22165,85.552025
22166,71.95904
22167,29.804384
22168,-8.153724
22169,-3.0309377
22170,-4.7361054
22171,-5.6429048
22172,-5.2797775
22173,7.3378615
22174,-55.640724
22175,-13.564678
22176,7.3743234
22177,5.2770123
22178,191.73341
22179,535.51025
22180,778.9518
22181,907.70184
22182,960.5488
22183,959.4617
22184,826.85364
22185,764.24457
22186,635.22015
22187,426.50998
22188,135.23137
22189,81.87882
22190,48.002785
22191,38.92094
22192,28.934763
22193,17.036087
22194,25.663622
22195,22.862856
22196,-26.462246
22197,15.251099
22198,-53.78096
22199,69.97896
22200,-19.455652
22201,89.85038
22202,250.11884
22203,529.8905
22204,761.28345
22205,895.1312
22206,994.57367
22207,954.05756
22208,824.0573
22209,727.4608
22210,578.78406
22211,401.87497
22212,35.271885
22213,-0.6936759
22214,19.845778
22215,40.67913
22216,30.72008
22217,29.236721
22218,5.0926814
22219,48.567337
22220,-21.768866
22221,-20.46153
22222,-9.059789
22223,21.137794
22224,-20.542662
22225,47.478283
22226,242.51576
22227,563.4854
22228,722.96185
22229,912.94196
22230,921.0054
22231,899.60986
22232,840.08527
22233,695.53687
22234,622.87286
22235,391.02182
22236,75.42958
22237,28.082888
22238,-22.969578
22239,33.817738
22240,24.036665
22241,-4.8508024
22242,10.272096
22243,1.8917811
22244,5.1001196
22245,22.581995
22246,8.456002
22247,11.283111
22248,5.70709
22249,50.96326
22250,298.34055
22251,508.59027
22252,680.33795
22253,909.19336
22254,960.49
22255,882.7954
22256,812.6113
22257,732.4063
22258,657.57623
22259,424.3906
22260,34.490173
22261,33.49879
22262,39.53479
22263,47.624676
22264,23.545958
22265,7.147004
22266,-1.5889527
22267,-31.694323
22268,17.362894
22269,-3.6554933
22270,-18.582548
22271,-4.192345
22272,86.39103
22273,180.44948
22274,639.6683
22275,1000.9649
22276,692.30145
22277,32.001297
22278,2.920495
22279,16.31539
22280,16.247637
22281,9.169843
22282,-4.054028
22283,10.371813
22284,18.700666
22285,-1.3543375
22286,29.314764
22287,-4.203205
22288,-2.5984082
22289,31.691002
22290,267.75406
22291,525.7836
22292,662.09595
22293,816.3887
22294,874.828
22295,924.54724
22296,785.0258
22297,719.8886
22298,577.01917
22299,410.73236
22300,88.53786
22301,61.064117
22302,20.37154
22303,-27.202469
22304,12.032077
22305,10.670698
22306,-11.745152
22307,-6.8685775
22308,-4.702283
22309,2.2044935
22310,-1.7465153
22311,13.287774
22312,-1.2492267
22313,33.03511
22314,244.19655
22315,552.13574
22316,727.42
22317,855.03235
22318,964.28644
22319,956.1854
22320,925.09375
22321,794.134
22322,672.092
22323,510.05438
22324,163.10806
22325,86.43708
22326,35.983665
22327,21.72281
22328,9.629905
22329,6.4183044
22330,-58.723717
22331,-8.031591
22332,17.30585
22333,34.24274
22334,16.43803
22335,33.581436
22336,34.586903
22337,58.35473
22338,264.53616
22339,545.1312
22340,726.0471
22341,788.01556
22342,855.1517
22343,884.4832
22344,758.3551
22345,723.0824
22346,620.2357
22347,435.85263
22348,124.54817
22349,44.489883
22350,18.941475
22351,46.548286
22352,32.74355
22353,-1.4135834
22354,88.88785
22355,6.9305816
22356,69.18075
22357,3.489915
22358,-15.307705
22359,-8.976864
22360,-10.838322
22361,33.67999
22362,254.86346
22363,558.67084
22364,725.6327
22365,884.15265
22366,951.2729
22367,959.5859
22368,731.258
22369,649.9712
22370,521.0818
22371,421.13446
22372,118.66094
22373,42.790703
22374,-19.608429
22375,-12.998397
22376,52.572372
22377,42.21276
22378,2.5030122
22379,8.445968
22380,20.930206
22381,-20.406769
22382,-65.31983
22383,-75.68268
22384,-17.35659
22385,115.77923
22386,325.10828
22387,572.2188
22388,694.47705
22389,844.9158
22390,903.4765
22391,910.40894
22392,775.614
22393,565.499
22394,524.87335
22395,381.96036
22396,89.79626
22397,74.47187
22398,57.256115
22399,93.29171
22400,52.12173
22401,63.98394
22402,28.841541
22403,44.591938
22404,111.94193
22405,44.044437
22406,59.434032
22407,55.683334
22408,64.537704
22409,67.46997
22410,256.23346
22411,504.02408
22412,663.2096
22413,835.9526
22414,950.5044
22415,906.13135
22416,788.24603
22417,740.23193
22418,669.52576
22419,644.6651
22420,485.34702
22421,117.21784
22422,45.398605
22423,68.19872
22424,88.69259
22425,17.661592
22426,30.796099
22427,7.3398867
22428,6.489048
22429,19.59794
22430,-3.0865848
22431,-5.8815994
22432,37.00702
22433,934.8303
22434,807.69495
22435,110.49381
22436,16.598938
22437,34.747128
22438,11.88245
22439,37.180103
22440,0.17756426
22441,-1.7047125
22442,-14.408817
22443,-35.87702
22444,24.822334
22445,264.2941
22446,495.12976
22447,741.79095
22448,995.1204
22449,650.8993
22450,610.70404
22451,433.8388
22452,102.71494
22453,61.74317
22454,23.9433
22455,16.438871
22456,-19.977005
22457,5.684739
22458,35.78319
22459,-22.694431
22460,-7.833553
22461,-9.301129
22462,-26.011007
22463,-22.494593
22464,-12.5693445
22465,44.496494
22466,229.02818
22467,573.242
22468,759.19086
22469,853.9873
22470,887.48785
22471,824.1999
22472,866.2342
22473,749.8846
22474,567.96295
22475,397.18607
22476,63.68911
22477,14.244376
22478,16.802937
22479,17.2994
22480,12.226069
22481,-16.082226
22482,-63.74671
22483,-3.1144269
22484,7.2055416
22485,-5.9670553
22486,21.831823
22487,-0.34316579
22488,2.2661996
22489,54.699802
22490,231.35689
22491,514.5346
22492,677.1991
22493,877.4049
22494,921.2301
22495,978.28
22496,764.5761
22497,613.15674
22498,499.3325
22499,395.7302
22500,40.75729
22501,-4.635691
22502,-43.504993
22503,2.2546716
22504,-6.3244233
22505,-5.9969935
22506,9.285587
22507,17.00748
22508,8.972412
22509,12.533901
22510,11.229774
22511,11.166935
22512,4.780696
22513,46.787228
22514,233.54425
22515,397.21643
22516,524.3202
22517,736.6999
22518,739.2313
22519,816.9961
22520,619.50464
22521,493.10812
22522,420.26035
22523,319.71393
22524,37.9986
22525,51.258183
22526,51.748875
22527,24.582094
22528,17.556192
22529,17.023355
22530,9.767643
22531,10.573246
22532,-13.553701
22533,-6.9105153
22534,54.572857
22535,25.366167
22536,3.7536461
22537,243.41852
22538,611.08575
22539,812.43805
22540,803.69086
22541,633.2503
22542,454.13977
22543,463.52722
22544,269.52472
22545,139.93921
22546,61.89041
22547,23.01062
22548,11.104306
22549,6.7382565
22550,33.1357
22551,9.971318
22552,2.815983
22553,12.283761
22554,-2.285813
22555,-16.188229
22556,0.93746895
22557,14.77427
22558,47.126152
22559,253.9217
22560,418.53955
22561,592.75604
22562,770.6302
22563,747.05457
22564,760.8957
22565,596.00574
22566,582.33093
22567,538.81067
22568,349.50192
22569,61.03189
22570,-26.785645
22571,-13.463923
22572,-0.9516529
22573,-10.28459
22574,-7.3130875
22575,2.8783584
22576,12.031787
22577,9.105433
22578,14.85025
22579,4.9301596
22580,-4.3325424
22581,3.0998502
22582,55.463047
22583,274.88428
22584,434.82202
22585,591.1775
22586,716.09686
22587,814.0866
22588,817.1522
22589,659.59357
22590,535.56915
22591,420.25037
22592,276.16086
22593,22.828232
22594,5.267622
22595,17.3403
22596,8.386271
22597,1.7912301
22598,7.7997837
22599,6.556537
22600,11.051317
22601,8.774324
22602,15.827448
22603,8.700259
